dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Downloading vgg_lpips model from https://heibox.uni-heidelberg.de/f/607503859c864bc1b30b/?dl=1 to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3394, rec_loss 0.4752, p_loss 0.7429, quant_error1 0.5420, quant_error 0.8228, utilization 0.7390, perplexity 1880.7219,
Train Epoch: [1/5] Iters:[1180/20018] transplant_loss 0.9779, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2981, quant_error 0.2742, utilization 0.9997, perplexity 2165.0545,
Train Epoch: [1/5] Iters:[1190/20018] transplant_loss 0.9703, rec_loss 0.0266, p_loss 0.1845, quant_error1 0.2944, quant_error 0.2711, utilization 0.9997, perplexity 2157.3922,
Train Epoch: [1/5] Iters:[1200/20018] transplant_loss 0.9680, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2932, quant_error 0.2702, utilization 0.9997, perplexity 2171.2278,
Train Epoch: [1/5] Iters:[1210/20018] transplant_loss 0.9564, rec_loss 0.0260, p_loss 0.1837, quant_error1 0.2889, quant_error 0.2665, utilization 0.9997, perplexity 2188.2472,
Train Epoch: [1/5] Iters:[1220/20018] transplant_loss 0.9589, rec_loss 0.0262, p_loss 0.1827, quant_error1 0.2905, quant_error 0.2679, utilization 0.9997, perplexity 2191.4077,
Train Epoch: [1/5] Iters:[1230/20018] transplant_loss 0.9751, rec_loss 0.0271, p_loss 0.1843, quant_error1 0.2958, quant_error 0.2730, utilization 0.9996, perplexity 2194.7227,
Train Epoch: [1/5] Iters:[1240/20018] transplant_loss 0.9780, rec_loss 0.0268, p_loss 0.1842, quant_error1 0.2966, quant_error 0.2743, utilization 0.9997, perplexity 2203.8639,
Train Epoch: [1/5] Iters:[1250/20018] transplant_loss 0.9773, rec_loss 0.0267, p_loss 0.1833, quant_error1 0.2961, quant_error 0.2743, utilization 0.9996, perplexity 2192.2218,
Train Epoch: [1/5] Iters:[1260/20018] transplant_loss 0.9868, rec_loss 0.0271, p_loss 0.1841, quant_error1 0.2992, quant_error 0.2773, utilization 0.9996, perplexity 2194.2058,
Train Epoch: [1/5] Iters:[1270/20018] transplant_loss 0.9849, rec_loss 0.0271, p_loss 0.1841, quant_error1 0.2976, quant_error 0.2765, utilization 0.9996, perplexity 2196.7969,
Train Epoch: [1/5] Iters:[1280/20018] transplant_loss 0.9780, rec_loss 0.0267, p_loss 0.1840, quant_error1 0.2946, quant_error 0.2741, utilization 0.9996, perplexity 2210.6637,
Train Epoch: [1/5] Iters:[1290/20018] transplant_loss 0.9774, rec_loss 0.0269, p_loss 0.1847, quant_error1 0.2943, quant_error 0.2738, utilization 0.9996, perplexity 2210.8563,
Train Epoch: [1/5] Iters:[1300/20018] transplant_loss 0.9768, rec_loss 0.0269, p_loss 0.1842, quant_error1 0.2940, quant_error 0.2738, utilization 0.9996, perplexity 2228.6717,
Train Epoch: [1/5] Iters:[1310/20018] transplant_loss 0.9729, rec_loss 0.0268, p_loss 0.1846, quant_error1 0.2918, quant_error 0.2722, utilization 0.9997, perplexity 2247.6108,
Train Epoch: [1/5] Iters:[1320/20018] transplant_loss 0.9847, rec_loss 0.0272, p_loss 0.1854, quant_error1 0.2961, quant_error 0.2760, utilization 0.9997, perplexity 2287.9658,
Train Epoch: [1/5] Iters:[1330/20018] transplant_loss 0.9780, rec_loss 0.0268, p_loss 0.1846, quant_error1 0.2929, quant_error 0.2739, utilization 0.9996, perplexity 2263.4472,
Train Epoch: [1/5] Iters:[1340/20018] transplant_loss 0.9721, rec_loss 0.0262, p_loss 0.1831, quant_error1 0.2909, quant_error 0.2725, utilization 0.9996, perplexity 2274.2200,
Train Epoch: [1/5] Iters:[1350/20018] transplant_loss 0.9710, rec_loss 0.0263, p_loss 0.1834, quant_error1 0.2903, quant_error 0.2718, utilization 0.9997, perplexity 2298.9537,
Train Epoch: [1/5] Iters:[1360/20018] transplant_loss 0.9555, rec_loss 0.0257, p_loss 0.1818, quant_error1 0.2846, quant_error 0.2671, utilization 0.9997, perplexity 2309.8950,
