dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 0.6143, rec_loss 0.0225, lpips_loss 0.1724, g_loss 0.1994, disc_weight 0.5000, disc_adaptive_weight 2.1294, d_loss 2.5330, logits_real -0.1890, logits_fake -0.2041,
Train Epoch: [2/10] Iters:[12940/20018] gen_loss 0.2467, rec_loss 0.0269, lpips_loss 0.1727, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 2.7406, d_loss 0.5004, logits_real -0.0173, logits_fake -0.0169,
Train Epoch: [2/10] Iters:[12950/20018] gen_loss 0.2452, rec_loss 0.0269, lpips_loss 0.1729, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 2.7363, d_loss 0.5004, logits_real -0.0168, logits_fake -0.0164,
Train Epoch: [2/10] Iters:[12960/20018] gen_loss 0.2456, rec_loss 0.0274, lpips_loss 0.1739, g_loss 0.0163, disc_weight 0.5000, disc_adaptive_weight 2.7288, d_loss 0.5003, logits_real -0.0163, logits_fake -0.0162,
Train Epoch: [2/10] Iters:[12970/20018] gen_loss 0.2445, rec_loss 0.0276, lpips_loss 0.1740, g_loss 0.0163, disc_weight 0.5000, disc_adaptive_weight 2.6490, d_loss 0.5003, logits_real -0.0164, logits_fake -0.0164,
Train Epoch: [2/10] Iters:[12980/20018] gen_loss 0.2462, rec_loss 0.0278, lpips_loss 0.1738, g_loss 0.0164, disc_weight 0.5000, disc_adaptive_weight 2.7248, d_loss 0.5002, logits_real -0.0164, logits_fake -0.0166,
Train Epoch: [2/10] Iters:[12990/20018] gen_loss 0.2469, rec_loss 0.0280, lpips_loss 0.1741, g_loss 0.0169, disc_weight 0.5000, disc_adaptive_weight 2.6571, d_loss 0.5003, logits_real -0.0169, logits_fake -0.0170,
Train Epoch: [2/10] Iters:[13000/20018] gen_loss 0.2482, rec_loss 0.0279, lpips_loss 0.1735, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.6812, d_loss 0.5002, logits_real -0.0173, logits_fake -0.0176,
Train Epoch: [2/10] Iters:[13010/20018] gen_loss 0.2489, rec_loss 0.0277, lpips_loss 0.1732, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.7008, d_loss 0.5003, logits_real -0.0177, logits_fake -0.0178,
Train Epoch: [2/10] Iters:[13020/20018] gen_loss 0.2499, rec_loss 0.0276, lpips_loss 0.1733, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.7348, d_loss 0.5002, logits_real -0.0176, logits_fake -0.0178,
Train Epoch: [2/10] Iters:[13030/20018] gen_loss 0.2489, rec_loss 0.0274, lpips_loss 0.1714, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7692, d_loss 0.5002, logits_real -0.0179, logits_fake -0.0180,
Train Epoch: [2/10] Iters:[13040/20018] gen_loss 0.2525, rec_loss 0.0279, lpips_loss 0.1721, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8507, d_loss 0.5003, logits_real -0.0180, logits_fake -0.0182,
Train Epoch: [2/10] Iters:[13050/20018] gen_loss 0.2547, rec_loss 0.0283, lpips_loss 0.1738, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8069, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0186,
Train Epoch: [2/10] Iters:[13060/20018] gen_loss 0.2556, rec_loss 0.0283, lpips_loss 0.1738, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7872, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0190,
Train Epoch: [2/10] Iters:[13070/20018] gen_loss 0.2538, rec_loss 0.0276, lpips_loss 0.1722, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.7411, d_loss 0.5003, logits_real -0.0197, logits_fake -0.0196,
Train Epoch: [2/10] Iters:[13080/20018] gen_loss 0.2553, rec_loss 0.0278, lpips_loss 0.1737, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.7222, d_loss 0.5004, logits_real -0.0198, logits_fake -0.0197,
Train Epoch: [2/10] Iters:[13090/20018] gen_loss 0.2525, rec_loss 0.0276, lpips_loss 0.1733, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.6407, d_loss 0.5003, logits_real -0.0198, logits_fake -0.0196,
Train Epoch: [2/10] Iters:[13100/20018] gen_loss 0.2513, rec_loss 0.0277, lpips_loss 0.1731, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.6472, d_loss 0.5003, logits_real -0.0191, logits_fake -0.0191,
Train Epoch: [2/10] Iters:[13110/20018] gen_loss 0.2503, rec_loss 0.0278, lpips_loss 0.1729, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.6500, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0189,
Train Epoch: [2/10] Iters:[13120/20018] gen_loss 0.2523, rec_loss 0.0282, lpips_loss 0.1742, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7047, d_loss 0.5003, logits_real -0.0184, logits_fake -0.0186,
Train Epoch: [2/10] Iters:[13130/20018] gen_loss 0.2497, rec_loss 0.0277, lpips_loss 0.1731, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.6493, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0187,
Train Epoch: [2/10] Iters:[13140/20018] gen_loss 0.2519, rec_loss 0.0278, lpips_loss 0.1743, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.6808, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0187,
Train Epoch: [2/10] Iters:[13150/20018] gen_loss 0.2514, rec_loss 0.0279, lpips_loss 0.1738, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.6533, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0189,
Train Epoch: [2/10] Iters:[13160/20018] gen_loss 0.2525, rec_loss 0.0279, lpips_loss 0.1746, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.6365, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0192,
Train Epoch: [2/10] Iters:[13170/20018] gen_loss 0.2536, rec_loss 0.0281, lpips_loss 0.1749, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.6140, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0197,
Train Epoch: [2/10] Iters:[13180/20018] gen_loss 0.2556, rec_loss 0.0283, lpips_loss 0.1757, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.6010, d_loss 0.5001, logits_real -0.0195, logits_fake -0.0202,
Train Epoch: [2/10] Iters:[13190/20018] gen_loss 0.2540, rec_loss 0.0280, lpips_loss 0.1744, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.5433, d_loss 0.5002, logits_real -0.0202, logits_fake -0.0207,
Train Epoch: [2/10] Iters:[13200/20018] gen_loss 0.2549, rec_loss 0.0278, lpips_loss 0.1742, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.5866, d_loss 0.5003, logits_real -0.0205, logits_fake -0.0207,
Train Epoch: [2/10] Iters:[13210/20018] gen_loss 0.2550, rec_loss 0.0282, lpips_loss 0.1741, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.5908, d_loss 0.5002, logits_real -0.0203, logits_fake -0.0205,
Train Epoch: [2/10] Iters:[13220/20018] gen_loss 0.2543, rec_loss 0.0280, lpips_loss 0.1731, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.6157, d_loss 0.5003, logits_real -0.0203, logits_fake -0.0204,
Train Epoch: [2/10] Iters:[13230/20018] gen_loss 0.2546, rec_loss 0.0285, lpips_loss 0.1735, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.5995, d_loss 0.5003, logits_real -0.0203, logits_fake -0.0203,
Train Epoch: [2/10] Iters:[13240/20018] gen_loss 0.2554, rec_loss 0.0287, lpips_loss 0.1736, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.6075, d_loss 0.5003, logits_real -0.0204, logits_fake -0.0204,
Train Epoch: [2/10] Iters:[13250/20018] gen_loss 0.2581, rec_loss 0.0286, lpips_loss 0.1740, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.6832, d_loss 0.5002, logits_real -0.0204, logits_fake -0.0209,
Train Epoch: [2/10] Iters:[13260/20018] gen_loss 0.2593, rec_loss 0.0282, lpips_loss 0.1742, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.7159, d_loss 0.5002, logits_real -0.0208, logits_fake -0.0211,
Train Epoch: [2/10] Iters:[13270/20018] gen_loss 0.2611, rec_loss 0.0285, lpips_loss 0.1748, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.7354, d_loss 0.5003, logits_real -0.0210, logits_fake -0.0212,
Train Epoch: [2/10] Iters:[13280/20018] gen_loss 0.2640, rec_loss 0.0283, lpips_loss 0.1747, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 2.8347, d_loss 0.5003, logits_real -0.0214, logits_fake -0.0215,
Train Epoch: [2/10] Iters:[13290/20018] gen_loss 0.2689, rec_loss 0.0292, lpips_loss 0.1765, g_loss 0.0215, disc_weight 0.5000, disc_adaptive_weight 2.9519, d_loss 0.5003, logits_real -0.0212, logits_fake -0.0213,
Train Epoch: [2/10] Iters:[13300/20018] gen_loss 0.2676, rec_loss 0.0294, lpips_loss 0.1767, g_loss 0.0215, disc_weight 0.5000, disc_adaptive_weight 2.8571, d_loss 0.5003, logits_real -0.0214, logits_fake -0.0215,
Train Epoch: [2/10] Iters:[13310/20018] gen_loss 0.2693, rec_loss 0.0292, lpips_loss 0.1768, g_loss 0.0218, disc_weight 0.5000, disc_adaptive_weight 2.9110, d_loss 0.5003, logits_real -0.0215, logits_fake -0.0217,
Train Epoch: [2/10] Iters:[13320/20018] gen_loss 0.2661, rec_loss 0.0284, lpips_loss 0.1754, g_loss 0.0218, disc_weight 0.5000, disc_adaptive_weight 2.8575, d_loss 0.5002, logits_real -0.0215, logits_fake -0.0218,
Train Epoch: [2/10] Iters:[13330/20018] gen_loss 0.2639, rec_loss 0.0280, lpips_loss 0.1749, g_loss 0.0215, disc_weight 0.5000, disc_adaptive_weight 2.8196, d_loss 0.5003, logits_real -0.0213, logits_fake -0.0215,
Train Epoch: [2/10] Iters:[13340/20018] gen_loss 0.2591, rec_loss 0.0268, lpips_loss 0.1726, g_loss 0.0215, disc_weight 0.5000, disc_adaptive_weight 2.7651, d_loss 0.5003, logits_real -0.0215, logits_fake -0.0215,
Train Epoch: [2/10] Iters:[13350/20018] gen_loss 0.2588, rec_loss 0.0266, lpips_loss 0.1723, g_loss 0.0213, disc_weight 0.5000, disc_adaptive_weight 2.7970, d_loss 0.5003, logits_real -0.0215, logits_fake -0.0213,
Train Epoch: [2/10] Iters:[13360/20018] gen_loss 0.2554, rec_loss 0.0271, lpips_loss 0.1719, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 2.7002, d_loss 0.5004, logits_real -0.0211, logits_fake -0.0208,
Train Epoch: [2/10] Iters:[13370/20018] gen_loss 0.2561, rec_loss 0.0272, lpips_loss 0.1736, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.7003, d_loss 0.5004, logits_real -0.0206, logits_fake -0.0203,
Train Epoch: [2/10] Iters:[13380/20018] gen_loss 0.2552, rec_loss 0.0275, lpips_loss 0.1738, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.7361, d_loss 0.5004, logits_real -0.0199, logits_fake -0.0197,
Train Epoch: [2/10] Iters:[13390/20018] gen_loss 0.2530, rec_loss 0.0278, lpips_loss 0.1739, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.6672, d_loss 0.5003, logits_real -0.0192, logits_fake -0.0191,
Train Epoch: [2/10] Iters:[13400/20018] gen_loss 0.2526, rec_loss 0.0282, lpips_loss 0.1743, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.6705, d_loss 0.5003, logits_real -0.0187, logits_fake -0.0186,
Train Epoch: [2/10] Iters:[13410/20018] gen_loss 0.2533, rec_loss 0.0279, lpips_loss 0.1746, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.6758, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0189,
Train Epoch: [2/10] Iters:[13420/20018] gen_loss 0.2525, rec_loss 0.0280, lpips_loss 0.1733, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.6772, d_loss 0.5003, logits_real -0.0191, logits_fake -0.0191,
Train Epoch: [2/10] Iters:[13430/20018] gen_loss 0.2529, rec_loss 0.0277, lpips_loss 0.1731, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.6549, d_loss 0.5003, logits_real -0.0195, logits_fake -0.0194,
Train Epoch: [2/10] Iters:[13440/20018] gen_loss 0.2564, rec_loss 0.0279, lpips_loss 0.1737, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.7611, d_loss 0.5003, logits_real -0.0200, logits_fake -0.0199,
Train Epoch: [2/10] Iters:[13450/20018] gen_loss 0.2560, rec_loss 0.0278, lpips_loss 0.1735, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.7360, d_loss 0.5003, logits_real -0.0201, logits_fake -0.0199,
Train Epoch: [2/10] Iters:[13460/20018] gen_loss 0.2556, rec_loss 0.0276, lpips_loss 0.1723, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.7911, d_loss 0.5003, logits_real -0.0199, logits_fake -0.0199,
Train Epoch: [2/10] Iters:[13470/20018] gen_loss 0.2562, rec_loss 0.0278, lpips_loss 0.1733, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.7828, d_loss 0.5003, logits_real -0.0197, logits_fake -0.0196,
Train Epoch: [2/10] Iters:[13480/20018] gen_loss 0.2572, rec_loss 0.0286, lpips_loss 0.1744, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.7669, d_loss 0.5003, logits_real -0.0193, logits_fake -0.0194,
Train Epoch: [2/10] Iters:[13490/20018] gen_loss 0.2569, rec_loss 0.0289, lpips_loss 0.1748, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.7501, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0189,
Train Epoch: [2/10] Iters:[13500/20018] gen_loss 0.2571, rec_loss 0.0285, lpips_loss 0.1752, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7775, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0190,
Train Epoch: [2/10] Iters:[13510/20018] gen_loss 0.2575, rec_loss 0.0287, lpips_loss 0.1759, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.7869, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0188,
Train Epoch: [2/10] Iters:[13520/20018] gen_loss 0.2570, rec_loss 0.0284, lpips_loss 0.1746, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8160, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [2/10] Iters:[13530/20018] gen_loss 0.2548, rec_loss 0.0277, lpips_loss 0.1736, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7949, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0192,
Train Epoch: [2/10] Iters:[13540/20018] gen_loss 0.2529, rec_loss 0.0273, lpips_loss 0.1729, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7472, d_loss 0.5002, logits_real -0.0193, logits_fake -0.0196,
Train Epoch: [2/10] Iters:[13550/20018] gen_loss 0.2524, rec_loss 0.0274, lpips_loss 0.1725, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.7106, d_loss 0.5003, logits_real -0.0194, logits_fake -0.0194,
Train Epoch: [2/10] Iters:[13560/20018] gen_loss 0.2516, rec_loss 0.0276, lpips_loss 0.1724, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.6754, d_loss 0.5002, logits_real -0.0191, logits_fake -0.0193,
Train Epoch: [2/10] Iters:[13570/20018] gen_loss 0.2520, rec_loss 0.0282, lpips_loss 0.1739, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.6272, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0190,
Train Epoch: [2/10] Iters:[13580/20018] gen_loss 0.2531, rec_loss 0.0283, lpips_loss 0.1748, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.6477, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0190,
Train Epoch: [2/10] Iters:[13590/20018] gen_loss 0.2538, rec_loss 0.0285, lpips_loss 0.1757, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.6596, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0186,
Train Epoch: [2/10] Iters:[13600/20018] gen_loss 0.2549, rec_loss 0.0287, lpips_loss 0.1756, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7353, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0187,
Train Epoch: [2/10] Iters:[13610/20018] gen_loss 0.2562, rec_loss 0.0288, lpips_loss 0.1758, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7580, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0189,
Train Epoch: [2/10] Iters:[13620/20018] gen_loss 0.2595, rec_loss 0.0286, lpips_loss 0.1756, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8768, d_loss 0.5003, logits_real -0.0193, logits_fake -0.0195,
Train Epoch: [2/10] Iters:[13630/20018] gen_loss 0.2620, rec_loss 0.0294, lpips_loss 0.1758, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8850, d_loss 0.5003, logits_real -0.0199, logits_fake -0.0198,
Train Epoch: [2/10] Iters:[13640/20018] gen_loss 0.2639, rec_loss 0.0294, lpips_loss 0.1751, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.9136, d_loss 0.5003, logits_real -0.0205, logits_fake -0.0204,
Train Epoch: [2/10] Iters:[13650/20018] gen_loss 0.2639, rec_loss 0.0294, lpips_loss 0.1755, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8703, d_loss 0.5003, logits_real -0.0207, logits_fake -0.0206,
Train Epoch: [2/10] Iters:[13660/20018] gen_loss 0.2638, rec_loss 0.0294, lpips_loss 0.1767, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.7838, d_loss 0.5003, logits_real -0.0207, logits_fake -0.0206,
Train Epoch: [2/10] Iters:[13670/20018] gen_loss 0.2612, rec_loss 0.0291, lpips_loss 0.1765, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7095, d_loss 0.5004, logits_real -0.0205, logits_fake -0.0203,
Train Epoch: [2/10] Iters:[13680/20018] gen_loss 0.2569, rec_loss 0.0283, lpips_loss 0.1745, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.6789, d_loss 0.5003, logits_real -0.0201, logits_fake -0.0201,
Train Epoch: [2/10] Iters:[13690/20018] gen_loss 0.2554, rec_loss 0.0281, lpips_loss 0.1746, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.6667, d_loss 0.5002, logits_real -0.0195, logits_fake -0.0197,
Train Epoch: [2/10] Iters:[13700/20018] gen_loss 0.2547, rec_loss 0.0282, lpips_loss 0.1744, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.6367, d_loss 0.5002, logits_real -0.0193, logits_fake -0.0195,
Train Epoch: [2/10] Iters:[13710/20018] gen_loss 0.2555, rec_loss 0.0284, lpips_loss 0.1735, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.7365, d_loss 0.5003, logits_real -0.0193, logits_fake -0.0194,
Train Epoch: [2/10] Iters:[13720/20018] gen_loss 0.2549, rec_loss 0.0286, lpips_loss 0.1734, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7478, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0190,
Train Epoch: [2/10] Iters:[13730/20018] gen_loss 0.2566, rec_loss 0.0287, lpips_loss 0.1747, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7776, d_loss 0.5003, logits_real -0.0188, logits_fake -0.0189,
Train Epoch: [2/10] Iters:[13740/20018] gen_loss 0.2559, rec_loss 0.0282, lpips_loss 0.1742, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.7790, d_loss 0.5003, logits_real -0.0192, logits_fake -0.0193,
Train Epoch: [2/10] Iters:[13750/20018] gen_loss 0.2579, rec_loss 0.0284, lpips_loss 0.1743, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8351, d_loss 0.5003, logits_real -0.0197, logits_fake -0.0198,
Train Epoch: [2/10] Iters:[13760/20018] gen_loss 0.2592, rec_loss 0.0280, lpips_loss 0.1747, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.8373, d_loss 0.5003, logits_real -0.0201, logits_fake -0.0202,
Train Epoch: [2/10] Iters:[13770/20018] gen_loss 0.2613, rec_loss 0.0277, lpips_loss 0.1745, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.8786, d_loss 0.5003, logits_real -0.0208, logits_fake -0.0210,
Train Epoch: [2/10] Iters:[13780/20018] gen_loss 0.2618, rec_loss 0.0276, lpips_loss 0.1735, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.8618, d_loss 0.5003, logits_real -0.0215, logits_fake -0.0216,
Train Epoch: [2/10] Iters:[13790/20018] gen_loss 0.2648, rec_loss 0.0281, lpips_loss 0.1744, g_loss 0.0217, disc_weight 0.5000, disc_adaptive_weight 2.8704, d_loss 0.5003, logits_real -0.0219, logits_fake -0.0219,
Train Epoch: [2/10] Iters:[13800/20018] gen_loss 0.2643, rec_loss 0.0278, lpips_loss 0.1742, g_loss 0.0221, disc_weight 0.5000, disc_adaptive_weight 2.8276, d_loss 0.5004, logits_real -0.0221, logits_fake -0.0220,
Train Epoch: [2/10] Iters:[13810/20018] gen_loss 0.2623, rec_loss 0.0277, lpips_loss 0.1738, g_loss 0.0221, disc_weight 0.5000, disc_adaptive_weight 2.7533, d_loss 0.5003, logits_real -0.0221, logits_fake -0.0221,
Train Epoch: [2/10] Iters:[13820/20018] gen_loss 0.2619, rec_loss 0.0279, lpips_loss 0.1744, g_loss 0.0219, disc_weight 0.5000, disc_adaptive_weight 2.7083, d_loss 0.5003, logits_real -0.0218, logits_fake -0.0218,
Train Epoch: [2/10] Iters:[13830/20018] gen_loss 0.2635, rec_loss 0.0285, lpips_loss 0.1766, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 2.6967, d_loss 0.5003, logits_real -0.0215, logits_fake -0.0215,
Train Epoch: [2/10] Iters:[13840/20018] gen_loss 0.2612, rec_loss 0.0284, lpips_loss 0.1766, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.6563, d_loss 0.5003, logits_real -0.0210, logits_fake -0.0211,
Train Epoch: [2/10] Iters:[13850/20018] gen_loss 0.2583, rec_loss 0.0282, lpips_loss 0.1759, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.6317, d_loss 0.5002, logits_real -0.0204, logits_fake -0.0207,
Train Epoch: [2/10] Iters:[13860/20018] gen_loss 0.2566, rec_loss 0.0279, lpips_loss 0.1758, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.5987, d_loss 0.5002, logits_real -0.0199, logits_fake -0.0204,
Train Epoch: [2/10] Iters:[13870/20018] gen_loss 0.2550, rec_loss 0.0276, lpips_loss 0.1755, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.5585, d_loss 0.5002, logits_real -0.0198, logits_fake -0.0202,
Train Epoch: [2/10] Iters:[13880/20018] gen_loss 0.2528, rec_loss 0.0273, lpips_loss 0.1752, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.5243, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0198,
Train Epoch: [2/10] Iters:[13890/20018] gen_loss 0.2527, rec_loss 0.0271, lpips_loss 0.1750, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.5666, d_loss 0.5003, logits_real -0.0194, logits_fake -0.0196,
Train Epoch: [2/10] Iters:[13900/20018] gen_loss 0.2550, rec_loss 0.0271, lpips_loss 0.1751, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.6785, d_loss 0.5003, logits_real -0.0196, logits_fake -0.0195,
Train Epoch: [2/10] Iters:[13910/20018] gen_loss 0.2562, rec_loss 0.0276, lpips_loss 0.1751, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.7515, d_loss 0.5003, logits_real -0.0196, logits_fake -0.0195,
Train Epoch: [2/10] Iters:[13920/20018] gen_loss 0.2560, rec_loss 0.0279, lpips_loss 0.1752, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.7961, d_loss 0.5004, logits_real -0.0193, logits_fake -0.0190,
Train Epoch: [2/10] Iters:[13930/20018] gen_loss 0.2559, rec_loss 0.0280, lpips_loss 0.1741, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.8781, d_loss 0.5004, logits_real -0.0191, logits_fake -0.0188,
