dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_15
saver_name_pre: wasserstein_vq_refinement_True_15_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss 0.6077, rec_loss 0.0225, lpips_loss 0.1724, g_loss 0.1985, disc_weight 0.5000, disc_adaptive_weight 2.1045, d_loss 2.5329, logits_real -0.1890, logits_fake -0.2031,
Train Epoch: [2/15] Iters:[15630/20018] gen_loss 0.2509, rec_loss 0.0280, lpips_loss 0.1763, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 2.7067, d_loss 0.5003, logits_real -0.0173, logits_fake -0.0172,
Train Epoch: [2/15] Iters:[15640/20018] gen_loss 0.2510, rec_loss 0.0277, lpips_loss 0.1762, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.6630, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0177,
Train Epoch: [2/15] Iters:[15650/20018] gen_loss 0.2519, rec_loss 0.0280, lpips_loss 0.1753, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.6815, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0182,
Train Epoch: [2/15] Iters:[15660/20018] gen_loss 0.2521, rec_loss 0.0279, lpips_loss 0.1748, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.6743, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[15670/20018] gen_loss 0.2520, rec_loss 0.0281, lpips_loss 0.1741, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.6842, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0185,
Train Epoch: [2/15] Iters:[15680/20018] gen_loss 0.2539, rec_loss 0.0279, lpips_loss 0.1741, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7525, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0187,
Train Epoch: [2/15] Iters:[15690/20018] gen_loss 0.2553, rec_loss 0.0280, lpips_loss 0.1739, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8185, d_loss 0.5003, logits_real -0.0187, logits_fake -0.0187,
Train Epoch: [2/15] Iters:[15700/20018] gen_loss 0.2572, rec_loss 0.0281, lpips_loss 0.1744, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8853, d_loss 0.5004, logits_real -0.0188, logits_fake -0.0186,
Train Epoch: [2/15] Iters:[15710/20018] gen_loss 0.2549, rec_loss 0.0277, lpips_loss 0.1736, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8500, d_loss 0.5003, logits_real -0.0188, logits_fake -0.0187,
Train Epoch: [2/15] Iters:[15720/20018] gen_loss 0.2543, rec_loss 0.0270, lpips_loss 0.1733, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.8994, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0186,
Train Epoch: [2/15] Iters:[15730/20018] gen_loss 0.2512, rec_loss 0.0267, lpips_loss 0.1726, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8388, d_loss 0.5003, logits_real -0.0183, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[15740/20018] gen_loss 0.2491, rec_loss 0.0268, lpips_loss 0.1729, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7323, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0182,
Train Epoch: [2/15] Iters:[15750/20018] gen_loss 0.2456, rec_loss 0.0263, lpips_loss 0.1721, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.6419, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0182,
Train Epoch: [2/15] Iters:[15760/20018] gen_loss 0.2467, rec_loss 0.0261, lpips_loss 0.1719, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 2.6997, d_loss 0.5002, logits_real -0.0179, logits_fake -0.0182,
Train Epoch: [2/15] Iters:[15770/20018] gen_loss 0.2469, rec_loss 0.0263, lpips_loss 0.1722, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.6559, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[15780/20018] gen_loss 0.2480, rec_loss 0.0266, lpips_loss 0.1725, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.6232, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0185,
Train Epoch: [2/15] Iters:[15790/20018] gen_loss 0.2499, rec_loss 0.0268, lpips_loss 0.1733, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.6263, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[15800/20018] gen_loss 0.2533, rec_loss 0.0270, lpips_loss 0.1743, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.6856, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0192,
Train Epoch: [2/15] Iters:[15810/20018] gen_loss 0.2527, rec_loss 0.0268, lpips_loss 0.1742, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.6590, d_loss 0.5002, logits_real -0.0188, logits_fake -0.0193,
Train Epoch: [2/15] Iters:[15820/20018] gen_loss 0.2532, rec_loss 0.0270, lpips_loss 0.1745, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.6617, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0192,
Train Epoch: [2/15] Iters:[15830/20018] gen_loss 0.2539, rec_loss 0.0272, lpips_loss 0.1750, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.6798, d_loss 0.5001, logits_real -0.0186, logits_fake -0.0192,
Train Epoch: [2/15] Iters:[15840/20018] gen_loss 0.2541, rec_loss 0.0272, lpips_loss 0.1746, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.7153, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0193,
Train Epoch: [2/15] Iters:[15850/20018] gen_loss 0.2518, rec_loss 0.0266, lpips_loss 0.1729, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.7115, d_loss 0.5002, logits_real -0.0188, logits_fake -0.0192,
Train Epoch: [2/15] Iters:[15860/20018] gen_loss 0.2515, rec_loss 0.0268, lpips_loss 0.1727, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7283, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0191,
Train Epoch: [2/15] Iters:[15870/20018] gen_loss 0.2498, rec_loss 0.0270, lpips_loss 0.1718, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.6682, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0191,
Train Epoch: [2/15] Iters:[15880/20018] gen_loss 0.2530, rec_loss 0.0271, lpips_loss 0.1725, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7838, d_loss 0.5002, logits_real -0.0188, logits_fake -0.0190,
Train Epoch: [2/15] Iters:[15890/20018] gen_loss 0.2541, rec_loss 0.0270, lpips_loss 0.1721, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8528, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0190,
Train Epoch: [2/15] Iters:[15900/20018] gen_loss 0.2568, rec_loss 0.0281, lpips_loss 0.1732, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8851, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[15910/20018] gen_loss 0.2595, rec_loss 0.0288, lpips_loss 0.1737, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9607, d_loss 0.5003, logits_real -0.0189, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[15920/20018] gen_loss 0.2614, rec_loss 0.0286, lpips_loss 0.1738, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 3.0472, d_loss 0.5003, logits_real -0.0191, logits_fake -0.0191,
Train Epoch: [2/15] Iters:[15930/20018] gen_loss 0.2592, rec_loss 0.0291, lpips_loss 0.1731, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9916, d_loss 0.5004, logits_real -0.0194, logits_fake -0.0191,
Train Epoch: [2/15] Iters:[15940/20018] gen_loss 0.2586, rec_loss 0.0288, lpips_loss 0.1731, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0139, d_loss 0.5004, logits_real -0.0193, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[15950/20018] gen_loss 0.2576, rec_loss 0.0280, lpips_loss 0.1730, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 3.0195, d_loss 0.5003, logits_real -0.0192, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[15960/20018] gen_loss 0.2573, rec_loss 0.0278, lpips_loss 0.1741, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9654, d_loss 0.5004, logits_real -0.0193, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[15970/20018] gen_loss 0.2562, rec_loss 0.0280, lpips_loss 0.1754, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.9144, d_loss 0.5004, logits_real -0.0187, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[15980/20018] gen_loss 0.2539, rec_loss 0.0273, lpips_loss 0.1755, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8644, d_loss 0.5003, logits_real -0.0180, logits_fake -0.0179,
Train Epoch: [2/15] Iters:[15990/20018] gen_loss 0.2522, rec_loss 0.0272, lpips_loss 0.1742, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 2.8871, d_loss 0.5002, logits_real -0.0176, logits_fake -0.0178,
Train Epoch: [2/15] Iters:[16000/20018] gen_loss 0.2530, rec_loss 0.0274, lpips_loss 0.1736, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.9664, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0177,
Train Epoch: [2/15] Iters:[16010/20018] gen_loss 0.2518, rec_loss 0.0271, lpips_loss 0.1725, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 2.9923, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0178,
Train Epoch: [2/15] Iters:[16020/20018] gen_loss 0.2518, rec_loss 0.0270, lpips_loss 0.1711, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 3.0351, d_loss 0.5003, logits_real -0.0179, logits_fake -0.0180,
Train Epoch: [2/15] Iters:[16030/20018] gen_loss 0.2531, rec_loss 0.0278, lpips_loss 0.1713, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.0313, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16040/20018] gen_loss 0.2547, rec_loss 0.0278, lpips_loss 0.1726, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0325, d_loss 0.5003, logits_real -0.0182, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16050/20018] gen_loss 0.2524, rec_loss 0.0282, lpips_loss 0.1731, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.9216, d_loss 0.5003, logits_real -0.0178, logits_fake -0.0178,
Train Epoch: [2/15] Iters:[16060/20018] gen_loss 0.2532, rec_loss 0.0286, lpips_loss 0.1742, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 2.9197, d_loss 0.5002, logits_real -0.0172, logits_fake -0.0174,
Train Epoch: [2/15] Iters:[16070/20018] gen_loss 0.2529, rec_loss 0.0286, lpips_loss 0.1744, g_loss 0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9469, d_loss 0.5002, logits_real -0.0168, logits_fake -0.0171,
Train Epoch: [2/15] Iters:[16080/20018] gen_loss 0.2516, rec_loss 0.0283, lpips_loss 0.1738, g_loss 0.0164, disc_weight 0.5000, disc_adaptive_weight 3.0068, d_loss 0.5003, logits_real -0.0164, logits_fake -0.0165,
Train Epoch: [2/15] Iters:[16090/20018] gen_loss 0.2486, rec_loss 0.0285, lpips_loss 0.1736, g_loss 0.0160, disc_weight 0.5000, disc_adaptive_weight 2.9005, d_loss 0.5002, logits_real -0.0159, logits_fake -0.0161,
Train Epoch: [2/15] Iters:[16100/20018] gen_loss 0.2479, rec_loss 0.0279, lpips_loss 0.1725, g_loss 0.0160, disc_weight 0.5000, disc_adaptive_weight 2.9725, d_loss 0.5002, logits_real -0.0159, logits_fake -0.0162,
Train Epoch: [2/15] Iters:[16110/20018] gen_loss 0.2471, rec_loss 0.0279, lpips_loss 0.1724, g_loss 0.0157, disc_weight 0.5000, disc_adaptive_weight 2.9798, d_loss 0.5003, logits_real -0.0158, logits_fake -0.0158,
Train Epoch: [2/15] Iters:[16120/20018] gen_loss 0.2467, rec_loss 0.0281, lpips_loss 0.1728, g_loss 0.0155, disc_weight 0.5000, disc_adaptive_weight 2.9630, d_loss 0.5003, logits_real -0.0156, logits_fake -0.0157,
Train Epoch: [2/15] Iters:[16130/20018] gen_loss 0.2465, rec_loss 0.0278, lpips_loss 0.1730, g_loss 0.0157, disc_weight 0.5000, disc_adaptive_weight 2.9208, d_loss 0.5003, logits_real -0.0159, logits_fake -0.0159,
Train Epoch: [2/15] Iters:[16140/20018] gen_loss 0.2460, rec_loss 0.0280, lpips_loss 0.1733, g_loss 0.0157, disc_weight 0.5000, disc_adaptive_weight 2.8604, d_loss 0.5003, logits_real -0.0160, logits_fake -0.0159,
Train Epoch: [2/15] Iters:[16150/20018] gen_loss 0.2489, rec_loss 0.0285, lpips_loss 0.1761, g_loss 0.0159, disc_weight 0.5000, disc_adaptive_weight 2.7975, d_loss 0.5003, logits_real -0.0161, logits_fake -0.0161,
Train Epoch: [2/15] Iters:[16160/20018] gen_loss 0.2494, rec_loss 0.0285, lpips_loss 0.1760, g_loss 0.0161, disc_weight 0.5000, disc_adaptive_weight 2.8008, d_loss 0.5003, logits_real -0.0163, logits_fake -0.0163,
Train Epoch: [2/15] Iters:[16170/20018] gen_loss 0.2494, rec_loss 0.0280, lpips_loss 0.1759, g_loss 0.0165, disc_weight 0.5000, disc_adaptive_weight 2.7588, d_loss 0.5003, logits_real -0.0167, logits_fake -0.0166,
Train Epoch: [2/15] Iters:[16180/20018] gen_loss 0.2517, rec_loss 0.0282, lpips_loss 0.1762, g_loss 0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8268, d_loss 0.5002, logits_real -0.0168, logits_fake -0.0170,
Train Epoch: [2/15] Iters:[16190/20018] gen_loss 0.2534, rec_loss 0.0280, lpips_loss 0.1751, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 2.9531, d_loss 0.5003, logits_real -0.0172, logits_fake -0.0173,
Train Epoch: [2/15] Iters:[16200/20018] gen_loss 0.2521, rec_loss 0.0277, lpips_loss 0.1734, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9697, d_loss 0.5003, logits_real -0.0177, logits_fake -0.0176,
Train Epoch: [2/15] Iters:[16210/20018] gen_loss 0.2555, rec_loss 0.0277, lpips_loss 0.1741, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.0210, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16220/20018] gen_loss 0.2593, rec_loss 0.0279, lpips_loss 0.1742, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.1058, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0188,
Train Epoch: [2/15] Iters:[16230/20018] gen_loss 0.2569, rec_loss 0.0274, lpips_loss 0.1730, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0041, d_loss 0.5003, logits_real -0.0188, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[16240/20018] gen_loss 0.2599, rec_loss 0.0274, lpips_loss 0.1736, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 3.0742, d_loss 0.5002, logits_real -0.0191, logits_fake -0.0192,
Train Epoch: [2/15] Iters:[16250/20018] gen_loss 0.2592, rec_loss 0.0272, lpips_loss 0.1721, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.1001, d_loss 0.5002, logits_real -0.0190, logits_fake -0.0192,
Train Epoch: [2/15] Iters:[16260/20018] gen_loss 0.2559, rec_loss 0.0271, lpips_loss 0.1706, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 3.0325, d_loss 0.5003, logits_real -0.0190, logits_fake -0.0190,
Train Epoch: [2/15] Iters:[16270/20018] gen_loss 0.2543, rec_loss 0.0275, lpips_loss 0.1705, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.0277, d_loss 0.5003, logits_real -0.0186, logits_fake -0.0186,
Train Epoch: [2/15] Iters:[16280/20018] gen_loss 0.2573, rec_loss 0.0279, lpips_loss 0.1719, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1127, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0185,
Train Epoch: [2/15] Iters:[16290/20018] gen_loss 0.2552, rec_loss 0.0287, lpips_loss 0.1721, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.0246, d_loss 0.5003, logits_real -0.0182, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16300/20018] gen_loss 0.2562, rec_loss 0.0287, lpips_loss 0.1737, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.0151, d_loss 0.5003, logits_real -0.0183, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16310/20018] gen_loss 0.2557, rec_loss 0.0285, lpips_loss 0.1742, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9675, d_loss 0.5004, logits_real -0.0186, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16320/20018] gen_loss 0.2536, rec_loss 0.0280, lpips_loss 0.1744, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8709, d_loss 0.5004, logits_real -0.0186, logits_fake -0.0182,
Train Epoch: [2/15] Iters:[16330/20018] gen_loss 0.2522, rec_loss 0.0279, lpips_loss 0.1740, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8169, d_loss 0.5004, logits_real -0.0187, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16340/20018] gen_loss 0.2517, rec_loss 0.0272, lpips_loss 0.1743, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7644, d_loss 0.5004, logits_real -0.0188, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[16350/20018] gen_loss 0.2498, rec_loss 0.0269, lpips_loss 0.1745, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.6749, d_loss 0.5004, logits_real -0.0186, logits_fake -0.0182,
Train Epoch: [2/15] Iters:[16360/20018] gen_loss 0.2496, rec_loss 0.0269, lpips_loss 0.1753, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 2.6817, d_loss 0.5003, logits_real -0.0177, logits_fake -0.0178,
Train Epoch: [2/15] Iters:[16370/20018] gen_loss 0.2495, rec_loss 0.0268, lpips_loss 0.1754, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 2.6905, d_loss 0.5002, logits_real -0.0173, logits_fake -0.0175,
Train Epoch: [2/15] Iters:[16380/20018] gen_loss 0.2496, rec_loss 0.0264, lpips_loss 0.1751, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7540, d_loss 0.5002, logits_real -0.0170, logits_fake -0.0175,
Train Epoch: [2/15] Iters:[16390/20018] gen_loss 0.2507, rec_loss 0.0269, lpips_loss 0.1751, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 2.8002, d_loss 0.5002, logits_real -0.0169, logits_fake -0.0174,
Train Epoch: [2/15] Iters:[16400/20018] gen_loss 0.2517, rec_loss 0.0270, lpips_loss 0.1740, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.9063, d_loss 0.5001, logits_real -0.0168, logits_fake -0.0175,
Train Epoch: [2/15] Iters:[16410/20018] gen_loss 0.2515, rec_loss 0.0271, lpips_loss 0.1730, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 2.8739, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0180,
Train Epoch: [2/15] Iters:[16420/20018] gen_loss 0.2525, rec_loss 0.0272, lpips_loss 0.1724, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9115, d_loss 0.5002, logits_real -0.0179, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[16430/20018] gen_loss 0.2518, rec_loss 0.0274, lpips_loss 0.1726, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8193, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0185,
Train Epoch: [2/15] Iters:[16440/20018] gen_loss 0.2526, rec_loss 0.0269, lpips_loss 0.1734, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8619, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[16450/20018] gen_loss 0.2523, rec_loss 0.0271, lpips_loss 0.1734, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8305, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[16460/20018] gen_loss 0.2540, rec_loss 0.0276, lpips_loss 0.1741, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.8919, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16470/20018] gen_loss 0.2561, rec_loss 0.0277, lpips_loss 0.1746, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9257, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0185,
Train Epoch: [2/15] Iters:[16480/20018] gen_loss 0.2584, rec_loss 0.0279, lpips_loss 0.1754, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0020, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0187,
Train Epoch: [2/15] Iters:[16490/20018] gen_loss 0.2578, rec_loss 0.0284, lpips_loss 0.1746, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.9566, d_loss 0.5003, logits_real -0.0187, logits_fake -0.0187,
Train Epoch: [2/15] Iters:[16500/20018] gen_loss 0.2569, rec_loss 0.0281, lpips_loss 0.1759, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8825, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0183,
Train Epoch: [2/15] Iters:[16510/20018] gen_loss 0.2563, rec_loss 0.0277, lpips_loss 0.1755, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8848, d_loss 0.5002, logits_real -0.0181, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[16520/20018] gen_loss 0.2539, rec_loss 0.0274, lpips_loss 0.1752, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7898, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0184,
Train Epoch: [2/15] Iters:[16530/20018] gen_loss 0.2526, rec_loss 0.0271, lpips_loss 0.1744, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7393, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0189,
Train Epoch: [2/15] Iters:[16540/20018] gen_loss 0.2527, rec_loss 0.0268, lpips_loss 0.1734, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7305, d_loss 0.5002, logits_real -0.0191, logits_fake -0.0194,
Train Epoch: [2/15] Iters:[16550/20018] gen_loss 0.2576, rec_loss 0.0274, lpips_loss 0.1736, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.8427, d_loss 0.5002, logits_real -0.0199, logits_fake -0.0201,
Train Epoch: [2/15] Iters:[16560/20018] gen_loss 0.2606, rec_loss 0.0275, lpips_loss 0.1745, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8410, d_loss 0.5003, logits_real -0.0208, logits_fake -0.0207,
Train Epoch: [2/15] Iters:[16570/20018] gen_loss 0.2651, rec_loss 0.0281, lpips_loss 0.1760, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.9087, d_loss 0.5003, logits_real -0.0210, logits_fake -0.0210,
Train Epoch: [2/15] Iters:[16580/20018] gen_loss 0.2654, rec_loss 0.0283, lpips_loss 0.1770, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.8583, d_loss 0.5003, logits_real -0.0210, logits_fake -0.0209,
Train Epoch: [2/15] Iters:[16590/20018] gen_loss 0.2638, rec_loss 0.0282, lpips_loss 0.1775, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 2.7925, d_loss 0.5003, logits_real -0.0208, logits_fake -0.0209,
Train Epoch: [2/15] Iters:[16600/20018] gen_loss 0.2602, rec_loss 0.0280, lpips_loss 0.1766, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7089, d_loss 0.5002, logits_real -0.0206, logits_fake -0.0208,
Train Epoch: [2/15] Iters:[16610/20018] gen_loss 0.2574, rec_loss 0.0275, lpips_loss 0.1758, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.6796, d_loss 0.5002, logits_real -0.0201, logits_fake -0.0203,
Train Epoch: [2/15] Iters:[16620/20018] gen_loss 0.2529, rec_loss 0.0267, lpips_loss 0.1745, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.6142, d_loss 0.5003, logits_real -0.0198, logits_fake -0.0198,
