dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 8192
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_8192_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_30
saver_name_pre: wasserstein_quantizer_30_FFHQ_model_8192_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 1.6919, vq_loss 1.1409, rec_loss 0.2755, wasserstein_loss 1.6536, quant_error 2.2845, codebook_utilization 0.0497, codebook_perplexity 85.8826,
Train Epoch: [3/30] Iters:[1960/2187] loss 0.0700, vq_loss 0.0446, rec_loss 0.0127, wasserstein_loss 0.0553, quant_error 0.1235, codebook_utilization 0.5953, codebook_perplexity 4213.3058,
Train Epoch: [3/30] Iters:[1970/2187] loss 0.0705, vq_loss 0.0449, rec_loss 0.0128, wasserstein_loss 0.0555, quant_error 0.1247, codebook_utilization 0.5966, codebook_perplexity 4229.0008,
Train Epoch: [3/30] Iters:[1980/2187] loss 0.0704, vq_loss 0.0447, rec_loss 0.0128, wasserstein_loss 0.0550, quant_error 0.1252, codebook_utilization 0.5973, codebook_perplexity 4235.2886,
Train Epoch: [3/30] Iters:[1990/2187] loss 0.0666, vq_loss 0.0408, rec_loss 0.0129, wasserstein_loss 0.0471, quant_error 0.1257, codebook_utilization 0.5978, codebook_perplexity 4244.4623,
Train Epoch: [3/30] Iters:[2000/2187] loss 0.0634, vq_loss 0.0377, rec_loss 0.0128, wasserstein_loss 0.0414, quant_error 0.1238, codebook_utilization 0.5972, codebook_perplexity 4237.5165,
Train Epoch: [3/30] Iters:[2010/2187] loss 0.0632, vq_loss 0.0374, rec_loss 0.0129, wasserstein_loss 0.0404, quant_error 0.1247, codebook_utilization 0.5984, codebook_perplexity 4251.4541,
Train Epoch: [3/30] Iters:[2020/2187] loss 0.0647, vq_loss 0.0390, rec_loss 0.0128, wasserstein_loss 0.0440, quant_error 0.1232, codebook_utilization 0.5963, codebook_perplexity 4229.7265,
Train Epoch: [3/30] Iters:[2030/2187] loss 0.0675, vq_loss 0.0414, rec_loss 0.0131, wasserstein_loss 0.0483, quant_error 0.1252, codebook_utilization 0.5966, codebook_perplexity 4233.6493,
Train Epoch: [3/30] Iters:[2040/2187] loss 0.0675, vq_loss 0.0416, rec_loss 0.0130, wasserstein_loss 0.0490, quant_error 0.1243, codebook_utilization 0.5946, codebook_perplexity 4211.1603,
Train Epoch: [3/30] Iters:[2050/2187] loss 0.0679, vq_loss 0.0419, rec_loss 0.0130, wasserstein_loss 0.0496, quant_error 0.1245, codebook_utilization 0.5941, codebook_perplexity 4206.0257,
Train Epoch: [3/30] Iters:[2060/2187] loss 0.0691, vq_loss 0.0432, rec_loss 0.0129, wasserstein_loss 0.0518, quant_error 0.1258, codebook_utilization 0.5949, codebook_perplexity 4212.3617,
Train Epoch: [3/30] Iters:[2070/2187] loss 0.0676, vq_loss 0.0416, rec_loss 0.0130, wasserstein_loss 0.0487, quant_error 0.1254, codebook_utilization 0.5950, codebook_perplexity 4214.2260,
Train Epoch: [3/30] Iters:[2080/2187] loss 0.0668, vq_loss 0.0412, rec_loss 0.0128, wasserstein_loss 0.0483, quant_error 0.1238, codebook_utilization 0.5937, codebook_perplexity 4200.7819,
Train Epoch: [3/30] Iters:[2090/2187] loss 0.0642, vq_loss 0.0387, rec_loss 0.0128, wasserstein_loss 0.0432, quant_error 0.1246, codebook_utilization 0.5949, codebook_perplexity 4213.0290,
Train Epoch: [3/30] Iters:[2100/2187] loss 0.0658, vq_loss 0.0402, rec_loss 0.0128, wasserstein_loss 0.0459, quant_error 0.1258, codebook_utilization 0.5949, codebook_perplexity 4212.5183,
Train Epoch: [3/30] Iters:[2110/2187] loss 0.0653, vq_loss 0.0397, rec_loss 0.0128, wasserstein_loss 0.0452, quant_error 0.1242, codebook_utilization 0.5937, codebook_perplexity 4198.3514,
Train Epoch: [3/30] Iters:[2120/2187] loss 0.0658, vq_loss 0.0403, rec_loss 0.0127, wasserstein_loss 0.0462, quant_error 0.1252, codebook_utilization 0.5933, codebook_perplexity 4194.9372,
Train Epoch: [3/30] Iters:[2130/2187] loss 0.0631, vq_loss 0.0379, rec_loss 0.0126, wasserstein_loss 0.0414, quant_error 0.1248, codebook_utilization 0.5929, codebook_perplexity 4192.2207,
Train Epoch: [3/30] Iters:[2140/2187] loss 0.0636, vq_loss 0.0384, rec_loss 0.0126, wasserstein_loss 0.0426, quant_error 0.1244, codebook_utilization 0.5920, codebook_perplexity 4185.8860,
Train Epoch: [3/30] Iters:[2150/2187] loss 0.0606, vq_loss 0.0357, rec_loss 0.0125, wasserstein_loss 0.0376, quant_error 0.1230, codebook_utilization 0.5906, codebook_perplexity 4172.1839,
Train Epoch: [3/30] Iters:[2160/2187] loss 0.0616, vq_loss 0.0368, rec_loss 0.0124, wasserstein_loss 0.0393, quant_error 0.1243, codebook_utilization 0.5902, codebook_perplexity 4171.9024,
Train Epoch: [3/30] Iters:[2170/2187] loss 0.0625, vq_loss 0.0379, rec_loss 0.0123, wasserstein_loss 0.0419, quant_error 0.1236, codebook_utilization 0.5900, codebook_perplexity 4171.8181,
Train Epoch: [3/30] Iters:[2180/2187] loss 0.0603, vq_loss 0.0358, rec_loss 0.0122, wasserstein_loss 0.0377, quant_error 0.1234, codebook_utilization 0.5890, codebook_perplexity 4160.8017,
######### start conducting statistical analysis per epoch on training dataset #########
epoch:4, cur_lr:0.000050
Train Epoch: [4/30] Iters:[10/2187] loss 0.0646, vq_loss 0.0401, rec_loss 0.0122, wasserstein_loss 0.0458, quant_error 0.1250, codebook_utilization 0.5938, codebook_perplexity 4206.6611,
Train Epoch: [4/30] Iters:[20/2187] loss 0.0878, vq_loss 0.0629, rec_loss 0.0124, wasserstein_loss 0.0911, quant_error 0.1259, codebook_utilization 0.5943, codebook_perplexity 4212.5437,
Train Epoch: [4/30] Iters:[30/2187] loss 0.0851, vq_loss 0.0600, rec_loss 0.0126, wasserstein_loss 0.0855, quant_error 0.1253, codebook_utilization 0.5946, codebook_perplexity 4210.0948,
Train Epoch: [4/30] Iters:[40/2187] loss 0.0793, vq_loss 0.0543, rec_loss 0.0125, wasserstein_loss 0.0745, quant_error 0.1240, codebook_utilization 0.5944, codebook_perplexity 4209.1994,
Train Epoch: [4/30] Iters:[50/2187] loss 0.0777, vq_loss 0.0527, rec_loss 0.0125, wasserstein_loss 0.0714, quant_error 0.1238, codebook_utilization 0.5954, codebook_perplexity 4217.0828,
Train Epoch: [4/30] Iters:[60/2187] loss 0.0795, vq_loss 0.0543, rec_loss 0.0126, wasserstein_loss 0.0743, quant_error 0.1245, codebook_utilization 0.5962, codebook_perplexity 4224.6332,
Train Epoch: [4/30] Iters:[70/2187] loss 0.0719, vq_loss 0.0465, rec_loss 0.0127, wasserstein_loss 0.0588, quant_error 0.1246, codebook_utilization 0.5968, codebook_perplexity 4231.2136,
Train Epoch: [4/30] Iters:[80/2187] loss 0.0733, vq_loss 0.0480, rec_loss 0.0126, wasserstein_loss 0.0615, quant_error 0.1255, codebook_utilization 0.5965, codebook_perplexity 4226.9300,
Train Epoch: [4/30] Iters:[90/2187] loss 0.0758, vq_loss 0.0505, rec_loss 0.0126, wasserstein_loss 0.0663, quant_error 0.1261, codebook_utilization 0.5968, codebook_perplexity 4231.2394,
Train Epoch: [4/30] Iters:[100/2187] loss 0.0784, vq_loss 0.0531, rec_loss 0.0127, wasserstein_loss 0.0715, quant_error 0.1265, codebook_utilization 0.5958, codebook_perplexity 4223.3878,
Train Epoch: [4/30] Iters:[110/2187] loss 0.0760, vq_loss 0.0508, rec_loss 0.0126, wasserstein_loss 0.0674, quant_error 0.1248, codebook_utilization 0.5946, codebook_perplexity 4211.7914,
Train Epoch: [4/30] Iters:[120/2187] loss 0.0737, vq_loss 0.0487, rec_loss 0.0125, wasserstein_loss 0.0631, quant_error 0.1243, codebook_utilization 0.5929, codebook_perplexity 4193.3005,
Train Epoch: [4/30] Iters:[130/2187] loss 0.0725, vq_loss 0.0473, rec_loss 0.0126, wasserstein_loss 0.0604, quant_error 0.1246, codebook_utilization 0.5926, codebook_perplexity 4194.2924,
Train Epoch: [4/30] Iters:[140/2187] loss 0.0705, vq_loss 0.0452, rec_loss 0.0126, wasserstein_loss 0.0561, quant_error 0.1248, codebook_utilization 0.5918, codebook_perplexity 4186.8772,
Train Epoch: [4/30] Iters:[150/2187] loss 0.0666, vq_loss 0.0414, rec_loss 0.0126, wasserstein_loss 0.0487, quant_error 0.1243, codebook_utilization 0.5904, codebook_perplexity 4174.9837,
Train Epoch: [4/30] Iters:[160/2187] loss 0.0697, vq_loss 0.0446, rec_loss 0.0126, wasserstein_loss 0.0547, quant_error 0.1252, codebook_utilization 0.5904, codebook_perplexity 4175.2055,
Train Epoch: [4/30] Iters:[170/2187] loss 0.0742, vq_loss 0.0491, rec_loss 0.0125, wasserstein_loss 0.0637, quant_error 0.1255, codebook_utilization 0.5895, codebook_perplexity 4169.4579,
Train Epoch: [4/30] Iters:[180/2187] loss 0.0799, vq_loss 0.0552, rec_loss 0.0124, wasserstein_loss 0.0760, quant_error 0.1247, codebook_utilization 0.5882, codebook_perplexity 4156.3630,
Train Epoch: [4/30] Iters:[190/2187] loss 0.0792, vq_loss 0.0546, rec_loss 0.0123, wasserstein_loss 0.0749, quant_error 0.1247, codebook_utilization 0.5877, codebook_perplexity 4151.9410,
Train Epoch: [4/30] Iters:[200/2187] loss 0.0828, vq_loss 0.0579, rec_loss 0.0125, wasserstein_loss 0.0813, quant_error 0.1254, codebook_utilization 0.5885, codebook_perplexity 4158.2035,
Train Epoch: [4/30] Iters:[210/2187] loss 0.0794, vq_loss 0.0543, rec_loss 0.0125, wasserstein_loss 0.0740, quant_error 0.1259, codebook_utilization 0.5896, codebook_perplexity 4168.9016,
Train Epoch: [4/30] Iters:[220/2187] loss 0.0772, vq_loss 0.0518, rec_loss 0.0127, wasserstein_loss 0.0690, quant_error 0.1261, codebook_utilization 0.5923, codebook_perplexity 4194.6458,
Train Epoch: [4/30] Iters:[230/2187] loss 0.0690, vq_loss 0.0434, rec_loss 0.0128, wasserstein_loss 0.0520, quant_error 0.1263, codebook_utilization 0.5946, codebook_perplexity 4218.7352,
Train Epoch: [4/30] Iters:[240/2187] loss 0.0727, vq_loss 0.0468, rec_loss 0.0129, wasserstein_loss 0.0590, quant_error 0.1261, codebook_utilization 0.5952, codebook_perplexity 4220.3807,
Train Epoch: [4/30] Iters:[250/2187] loss 0.0766, vq_loss 0.0509, rec_loss 0.0129, wasserstein_loss 0.0670, quant_error 0.1263, codebook_utilization 0.5960, codebook_perplexity 4230.2368,
Train Epoch: [4/30] Iters:[260/2187] loss 0.0773, vq_loss 0.0517, rec_loss 0.0128, wasserstein_loss 0.0691, quant_error 0.1249, codebook_utilization 0.5957, codebook_perplexity 4227.8734,
Train Epoch: [4/30] Iters:[270/2187] loss 0.0739, vq_loss 0.0487, rec_loss 0.0126, wasserstein_loss 0.0633, quant_error 0.1237, codebook_utilization 0.5945, codebook_perplexity 4215.4476,
Train Epoch: [4/30] Iters:[280/2187] loss 0.0725, vq_loss 0.0472, rec_loss 0.0127, wasserstein_loss 0.0604, quant_error 0.1236, codebook_utilization 0.5940, codebook_perplexity 4209.5645,
Train Epoch: [4/30] Iters:[290/2187] loss 0.0686, vq_loss 0.0437, rec_loss 0.0125, wasserstein_loss 0.0534, quant_error 0.1237, codebook_utilization 0.5944, codebook_perplexity 4214.0639,
Train Epoch: [4/30] Iters:[300/2187] loss 0.0600, vq_loss 0.0352, rec_loss 0.0124, wasserstein_loss 0.0362, quant_error 0.1242, codebook_utilization 0.5944, codebook_perplexity 4213.6072,
Train Epoch: [4/30] Iters:[310/2187] loss 0.0591, vq_loss 0.0344, rec_loss 0.0123, wasserstein_loss 0.0345, quant_error 0.1248, codebook_utilization 0.5940, codebook_perplexity 4207.5814,
Train Epoch: [4/30] Iters:[320/2187] loss 0.0643, vq_loss 0.0397, rec_loss 0.0123, wasserstein_loss 0.0449, quant_error 0.1252, codebook_utilization 0.5940, codebook_perplexity 4207.6769,
Train Epoch: [4/30] Iters:[330/2187] loss 0.0640, vq_loss 0.0396, rec_loss 0.0122, wasserstein_loss 0.0450, quant_error 0.1247, codebook_utilization 0.5936, codebook_perplexity 4205.6247,
Train Epoch: [4/30] Iters:[340/2187] loss 0.0633, vq_loss 0.0385, rec_loss 0.0124, wasserstein_loss 0.0427, quant_error 0.1246, codebook_utilization 0.5933, codebook_perplexity 4204.9137,
Train Epoch: [4/30] Iters:[350/2187] loss 0.0649, vq_loss 0.0400, rec_loss 0.0125, wasserstein_loss 0.0457, quant_error 0.1246, codebook_utilization 0.5934, codebook_perplexity 4204.6031,
Train Epoch: [4/30] Iters:[360/2187] loss 0.0656, vq_loss 0.0405, rec_loss 0.0126, wasserstein_loss 0.0463, quant_error 0.1262, codebook_utilization 0.5942, codebook_perplexity 4214.8692,
Train Epoch: [4/30] Iters:[370/2187] loss 0.0646, vq_loss 0.0389, rec_loss 0.0128, wasserstein_loss 0.0428, quant_error 0.1277, codebook_utilization 0.5954, codebook_perplexity 4227.6371,
Train Epoch: [4/30] Iters:[380/2187] loss 0.0647, vq_loss 0.0388, rec_loss 0.0129, wasserstein_loss 0.0422, quant_error 0.1287, codebook_utilization 0.5967, codebook_perplexity 4239.4480,
Train Epoch: [4/30] Iters:[390/2187] loss 0.0647, vq_loss 0.0391, rec_loss 0.0128, wasserstein_loss 0.0430, quant_error 0.1284, codebook_utilization 0.5966, codebook_perplexity 4236.9608,
Train Epoch: [4/30] Iters:[400/2187] loss 0.0629, vq_loss 0.0378, rec_loss 0.0126, wasserstein_loss 0.0409, quant_error 0.1262, codebook_utilization 0.5952, codebook_perplexity 4226.1115,
Train Epoch: [4/30] Iters:[410/2187] loss 0.0643, vq_loss 0.0391, rec_loss 0.0126, wasserstein_loss 0.0437, quant_error 0.1257, codebook_utilization 0.5960, codebook_perplexity 4230.7818,
Train Epoch: [4/30] Iters:[420/2187] loss 0.0642, vq_loss 0.0392, rec_loss 0.0125, wasserstein_loss 0.0441, quant_error 0.1244, codebook_utilization 0.5957, codebook_perplexity 4230.6373,
Train Epoch: [4/30] Iters:[430/2187] loss 0.0639, vq_loss 0.0392, rec_loss 0.0124, wasserstein_loss 0.0444, quant_error 0.1234, codebook_utilization 0.5956, codebook_perplexity 4228.7651,
Train Epoch: [4/30] Iters:[440/2187] loss 0.0673, vq_loss 0.0423, rec_loss 0.0125, wasserstein_loss 0.0503, quant_error 0.1246, codebook_utilization 0.5979, codebook_perplexity 4252.8427,
Train Epoch: [4/30] Iters:[450/2187] loss 0.0685, vq_loss 0.0428, rec_loss 0.0128, wasserstein_loss 0.0507, quant_error 0.1270, codebook_utilization 0.6003, codebook_perplexity 4274.6468,
Train Epoch: [4/30] Iters:[460/2187] loss 0.0685, vq_loss 0.0429, rec_loss 0.0128, wasserstein_loss 0.0512, quant_error 0.1259, codebook_utilization 0.5991, codebook_perplexity 4264.6849,
Train Epoch: [4/30] Iters:[470/2187] loss 0.0680, vq_loss 0.0426, rec_loss 0.0127, wasserstein_loss 0.0506, quant_error 0.1258, codebook_utilization 0.5987, codebook_perplexity 4258.2446,
Train Epoch: [4/30] Iters:[480/2187] loss 0.0700, vq_loss 0.0446, rec_loss 0.0127, wasserstein_loss 0.0544, quant_error 0.1267, codebook_utilization 0.5994, codebook_perplexity 4266.2821,
Train Epoch: [4/30] Iters:[490/2187] loss 0.0673, vq_loss 0.0424, rec_loss 0.0124, wasserstein_loss 0.0505, quant_error 0.1249, codebook_utilization 0.5986, codebook_perplexity 4258.6862,
Train Epoch: [4/30] Iters:[500/2187] loss 0.0712, vq_loss 0.0467, rec_loss 0.0122, wasserstein_loss 0.0593, quant_error 0.1242, codebook_utilization 0.5980, codebook_perplexity 4253.7268,
Train Epoch: [4/30] Iters:[510/2187] loss 0.0709, vq_loss 0.0463, rec_loss 0.0123, wasserstein_loss 0.0580, quant_error 0.1256, codebook_utilization 0.5985, codebook_perplexity 4255.4952,
Train Epoch: [4/30] Iters:[520/2187] loss 0.0699, vq_loss 0.0450, rec_loss 0.0125, wasserstein_loss 0.0554, quant_error 0.1258, codebook_utilization 0.5993, codebook_perplexity 4264.6108,
Train Epoch: [4/30] Iters:[530/2187] loss 0.0704, vq_loss 0.0452, rec_loss 0.0126, wasserstein_loss 0.0559, quant_error 0.1255, codebook_utilization 0.5987, codebook_perplexity 4256.9555,
Train Epoch: [4/30] Iters:[540/2187] loss 0.0709, vq_loss 0.0451, rec_loss 0.0129, wasserstein_loss 0.0553, quant_error 0.1272, codebook_utilization 0.5983, codebook_perplexity 4253.3901,
Train Epoch: [4/30] Iters:[550/2187] loss 0.0660, vq_loss 0.0404, rec_loss 0.0128, wasserstein_loss 0.0461, quant_error 0.1262, codebook_utilization 0.5974, codebook_perplexity 4245.7357,
Train Epoch: [4/30] Iters:[560/2187] loss 0.0669, vq_loss 0.0415, rec_loss 0.0127, wasserstein_loss 0.0486, quant_error 0.1253, codebook_utilization 0.5967, codebook_perplexity 4240.3614,
Train Epoch: [4/30] Iters:[570/2187] loss 0.0659, vq_loss 0.0404, rec_loss 0.0127, wasserstein_loss 0.0460, quant_error 0.1264, codebook_utilization 0.5962, codebook_perplexity 4234.2190,
Train Epoch: [4/30] Iters:[580/2187] loss 0.0639, vq_loss 0.0387, rec_loss 0.0126, wasserstein_loss 0.0427, quant_error 0.1263, codebook_utilization 0.5954, codebook_perplexity 4227.7062,
Train Epoch: [4/30] Iters:[590/2187] loss 0.0649, vq_loss 0.0401, rec_loss 0.0124, wasserstein_loss 0.0457, quant_error 0.1251, codebook_utilization 0.5934, codebook_perplexity 4205.0083,
Train Epoch: [4/30] Iters:[600/2187] loss 0.0679, vq_loss 0.0431, rec_loss 0.0124, wasserstein_loss 0.0513, quant_error 0.1265, codebook_utilization 0.5936, codebook_perplexity 4201.9842,
Train Epoch: [4/30] Iters:[610/2187] loss 0.0691, vq_loss 0.0443, rec_loss 0.0124, wasserstein_loss 0.0538, quant_error 0.1261, codebook_utilization 0.5932, codebook_perplexity 4197.8984,
Train Epoch: [4/30] Iters:[620/2187] loss 0.0714, vq_loss 0.0469, rec_loss 0.0123, wasserstein_loss 0.0595, quant_error 0.1249, codebook_utilization 0.5920, codebook_perplexity 4183.7139,
Train Epoch: [4/30] Iters:[630/2187] loss 0.0721, vq_loss 0.0475, rec_loss 0.0123, wasserstein_loss 0.0605, quant_error 0.1250, codebook_utilization 0.5912, codebook_perplexity 4175.6105,
Train Epoch: [4/30] Iters:[640/2187] loss 0.0711, vq_loss 0.0462, rec_loss 0.0125, wasserstein_loss 0.0576, quant_error 0.1263, codebook_utilization 0.5922, codebook_perplexity 4186.5465,
Train Epoch: [4/30] Iters:[650/2187] loss 0.0736, vq_loss 0.0486, rec_loss 0.0125, wasserstein_loss 0.0626, quant_error 0.1258, codebook_utilization 0.5906, codebook_perplexity 4174.1742,
Train Epoch: [4/30] Iters:[660/2187] loss 0.0693, vq_loss 0.0439, rec_loss 0.0127, wasserstein_loss 0.0531, quant_error 0.1261, codebook_utilization 0.5898, codebook_perplexity 4165.5180,
Train Epoch: [4/30] Iters:[670/2187] loss 0.0652, vq_loss 0.0400, rec_loss 0.0126, wasserstein_loss 0.0454, quant_error 0.1262, codebook_utilization 0.5889, codebook_perplexity 4158.5335,
Train Epoch: [4/30] Iters:[680/2187] loss 0.0703, vq_loss 0.0452, rec_loss 0.0126, wasserstein_loss 0.0556, quant_error 0.1265, codebook_utilization 0.5882, codebook_perplexity 4152.8570,
Train Epoch: [4/30] Iters:[690/2187] loss 0.0750, vq_loss 0.0498, rec_loss 0.0126, wasserstein_loss 0.0650, quant_error 0.1257, codebook_utilization 0.5883, codebook_perplexity 4152.6878,
Train Epoch: [4/30] Iters:[700/2187] loss 0.0693, vq_loss 0.0440, rec_loss 0.0126, wasserstein_loss 0.0534, quant_error 0.1259, codebook_utilization 0.5895, codebook_perplexity 4167.3698,
Train Epoch: [4/30] Iters:[710/2187] loss 0.0700, vq_loss 0.0450, rec_loss 0.0125, wasserstein_loss 0.0553, quant_error 0.1261, codebook_utilization 0.5905, codebook_perplexity 4178.5811,
Train Epoch: [4/30] Iters:[720/2187] loss 0.0710, vq_loss 0.0458, rec_loss 0.0126, wasserstein_loss 0.0570, quant_error 0.1259, codebook_utilization 0.5910, codebook_perplexity 4184.7642,
Train Epoch: [4/30] Iters:[730/2187] loss 0.0652, vq_loss 0.0401, rec_loss 0.0125, wasserstein_loss 0.0460, quant_error 0.1246, codebook_utilization 0.5916, codebook_perplexity 4190.4560,
Train Epoch: [4/30] Iters:[740/2187] loss 0.0665, vq_loss 0.0416, rec_loss 0.0125, wasserstein_loss 0.0488, quant_error 0.1249, codebook_utilization 0.5924, codebook_perplexity 4200.4744,
Train Epoch: [4/30] Iters:[750/2187] loss 0.0671, vq_loss 0.0420, rec_loss 0.0125, wasserstein_loss 0.0496, quant_error 0.1252, codebook_utilization 0.5942, codebook_perplexity 4218.8695,
Train Epoch: [4/30] Iters:[760/2187] loss 0.0676, vq_loss 0.0424, rec_loss 0.0126, wasserstein_loss 0.0505, quant_error 0.1249, codebook_utilization 0.5956, codebook_perplexity 4231.4849,
Train Epoch: [4/30] Iters:[770/2187] loss 0.0691, vq_loss 0.0437, rec_loss 0.0127, wasserstein_loss 0.0531, quant_error 0.1251, codebook_utilization 0.5975, codebook_perplexity 4252.0815,
Train Epoch: [4/30] Iters:[780/2187] loss 0.0682, vq_loss 0.0429, rec_loss 0.0127, wasserstein_loss 0.0513, quant_error 0.1251, codebook_utilization 0.5987, codebook_perplexity 4264.2116,
Train Epoch: [4/30] Iters:[790/2187] loss 0.0623, vq_loss 0.0372, rec_loss 0.0126, wasserstein_loss 0.0401, quant_error 0.1245, codebook_utilization 0.5993, codebook_perplexity 4266.4007,
Train Epoch: [4/30] Iters:[800/2187] loss 0.0626, vq_loss 0.0376, rec_loss 0.0125, wasserstein_loss 0.0410, quant_error 0.1241, codebook_utilization 0.5978, codebook_perplexity 4249.4601,
Train Epoch: [4/30] Iters:[810/2187] loss 0.0670, vq_loss 0.0421, rec_loss 0.0124, wasserstein_loss 0.0501, quant_error 0.1244, codebook_utilization 0.5974, codebook_perplexity 4245.7738,
Train Epoch: [4/30] Iters:[820/2187] loss 0.0710, vq_loss 0.0462, rec_loss 0.0124, wasserstein_loss 0.0580, quant_error 0.1253, codebook_utilization 0.5968, codebook_perplexity 4239.6972,
Train Epoch: [4/30] Iters:[830/2187] loss 0.0757, vq_loss 0.0509, rec_loss 0.0124, wasserstein_loss 0.0671, quant_error 0.1259, codebook_utilization 0.5967, codebook_perplexity 4240.3538,
Train Epoch: [4/30] Iters:[840/2187] loss 0.0837, vq_loss 0.0587, rec_loss 0.0125, wasserstein_loss 0.0824, quant_error 0.1272, codebook_utilization 0.5969, codebook_perplexity 4242.7278,
Train Epoch: [4/30] Iters:[850/2187] loss 0.0832, vq_loss 0.0582, rec_loss 0.0125, wasserstein_loss 0.0814, quant_error 0.1270, codebook_utilization 0.5963, codebook_perplexity 4234.3965,
Train Epoch: [4/30] Iters:[860/2187] loss 0.0815, vq_loss 0.0565, rec_loss 0.0125, wasserstein_loss 0.0784, quant_error 0.1257, codebook_utilization 0.5950, codebook_perplexity 4220.5969,
Train Epoch: [4/30] Iters:[870/2187] loss 0.0757, vq_loss 0.0508, rec_loss 0.0124, wasserstein_loss 0.0673, quant_error 0.1247, codebook_utilization 0.5941, codebook_perplexity 4211.7167,
Train Epoch: [4/30] Iters:[880/2187] loss 0.0756, vq_loss 0.0507, rec_loss 0.0125, wasserstein_loss 0.0668, quant_error 0.1254, codebook_utilization 0.5933, codebook_perplexity 4202.2075,
Train Epoch: [4/30] Iters:[890/2187] loss 0.0663, vq_loss 0.0418, rec_loss 0.0123, wasserstein_loss 0.0495, quant_error 0.1240, codebook_utilization 0.5920, codebook_perplexity 4191.0117,
Train Epoch: [4/30] Iters:[900/2187] loss 0.0669, vq_loss 0.0424, rec_loss 0.0123, wasserstein_loss 0.0507, quant_error 0.1239, codebook_utilization 0.5916, codebook_perplexity 4184.4295,
Train Epoch: [4/30] Iters:[910/2187] loss 0.0627, vq_loss 0.0381, rec_loss 0.0123, wasserstein_loss 0.0421, quant_error 0.1243, codebook_utilization 0.5926, codebook_perplexity 4195.0879,
Train Epoch: [4/30] Iters:[920/2187] loss 0.0635, vq_loss 0.0392, rec_loss 0.0122, wasserstein_loss 0.0442, quant_error 0.1242, codebook_utilization 0.5926, codebook_perplexity 4192.1231,
Train Epoch: [4/30] Iters:[930/2187] loss 0.0596, vq_loss 0.0354, rec_loss 0.0121, wasserstein_loss 0.0367, quant_error 0.1241, codebook_utilization 0.5927, codebook_perplexity 4191.8229,
Train Epoch: [4/30] Iters:[940/2187] loss 0.0600, vq_loss 0.0355, rec_loss 0.0122, wasserstein_loss 0.0366, quant_error 0.1254, codebook_utilization 0.5922, codebook_perplexity 4184.0968,
Train Epoch: [4/30] Iters:[950/2187] loss 0.0613, vq_loss 0.0371, rec_loss 0.0121, wasserstein_loss 0.0397, quant_error 0.1252, codebook_utilization 0.5916, codebook_perplexity 4183.7911,
Train Epoch: [4/30] Iters:[960/2187] loss 0.0632, vq_loss 0.0387, rec_loss 0.0122, wasserstein_loss 0.0428, quant_error 0.1261, codebook_utilization 0.5922, codebook_perplexity 4188.1422,
Train Epoch: [4/30] Iters:[970/2187] loss 0.0658, vq_loss 0.0412, rec_loss 0.0123, wasserstein_loss 0.0477, quant_error 0.1260, codebook_utilization 0.5931, codebook_perplexity 4199.0798,
Train Epoch: [4/30] Iters:[980/2187] loss 0.0692, vq_loss 0.0443, rec_loss 0.0124, wasserstein_loss 0.0536, quant_error 0.1271, codebook_utilization 0.5943, codebook_perplexity 4211.7447,
Train Epoch: [4/30] Iters:[990/2187] loss 0.0737, vq_loss 0.0490, rec_loss 0.0124, wasserstein_loss 0.0633, quant_error 0.1262, codebook_utilization 0.5947, codebook_perplexity 4217.1791,
Train Epoch: [4/30] Iters:[1000/2187] loss 0.0756, vq_loss 0.0507, rec_loss 0.0124, wasserstein_loss 0.0667, quant_error 0.1264, codebook_utilization 0.5961, codebook_perplexity 4230.6769,
Train Epoch: [4/30] Iters:[1010/2187] loss 0.0755, vq_loss 0.0508, rec_loss 0.0124, wasserstein_loss 0.0669, quant_error 0.1261, codebook_utilization 0.5954, codebook_perplexity 4225.2221,
Train Epoch: [4/30] Iters:[1020/2187] loss 0.0715, vq_loss 0.0468, rec_loss 0.0123, wasserstein_loss 0.0589, quant_error 0.1261, codebook_utilization 0.5945, codebook_perplexity 4217.5203,
Train Epoch: [4/30] Iters:[1030/2187] loss 0.0676, vq_loss 0.0433, rec_loss 0.0121, wasserstein_loss 0.0525, quant_error 0.1243, codebook_utilization 0.5936, codebook_perplexity 4208.1450,
