dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Downloading vgg_lpips model from https://heibox.uni-heidelberg.de/f/607503859c864bc1b30b/?dl=1 to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3394, rec_loss 0.4752, p_loss 0.7429, quant_error1 0.5420, quant_error 0.8228, utilization 0.7390, perplexity 1880.7219,
Train Epoch: [1/5] Iters:[3730/20018] transplant_loss 0.9510, rec_loss 0.0259, p_loss 0.1835, quant_error1 0.2742, quant_error 0.2623, utilization 0.9994, perplexity 3055.8087,
Train Epoch: [1/5] Iters:[3740/20018] transplant_loss 0.9458, rec_loss 0.0256, p_loss 0.1829, quant_error1 0.2728, quant_error 0.2607, utilization 0.9994, perplexity 3052.4289,
Train Epoch: [1/5] Iters:[3750/20018] transplant_loss 0.9503, rec_loss 0.0258, p_loss 0.1832, quant_error1 0.2745, quant_error 0.2622, utilization 0.9993, perplexity 3052.7800,
Train Epoch: [1/5] Iters:[3760/20018] transplant_loss 0.9581, rec_loss 0.0261, p_loss 0.1840, quant_error1 0.2770, quant_error 0.2647, utilization 0.9993, perplexity 3037.0406,
Train Epoch: [1/5] Iters:[3770/20018] transplant_loss 0.9507, rec_loss 0.0255, p_loss 0.1830, quant_error1 0.2751, quant_error 0.2627, utilization 0.9994, perplexity 3027.8984,
Train Epoch: [1/5] Iters:[3780/20018] transplant_loss 0.9553, rec_loss 0.0259, p_loss 0.1840, quant_error1 0.2763, quant_error 0.2639, utilization 0.9994, perplexity 3044.4386,
Train Epoch: [1/5] Iters:[3790/20018] transplant_loss 0.9616, rec_loss 0.0265, p_loss 0.1846, quant_error1 0.2780, quant_error 0.2656, utilization 0.9993, perplexity 3044.1386,
Train Epoch: [1/5] Iters:[3800/20018] transplant_loss 0.9584, rec_loss 0.0264, p_loss 0.1841, quant_error1 0.2770, quant_error 0.2647, utilization 0.9994, perplexity 3047.9455,
Train Epoch: [1/5] Iters:[3810/20018] transplant_loss 0.9539, rec_loss 0.0263, p_loss 0.1842, quant_error1 0.2751, quant_error 0.2628, utilization 0.9994, perplexity 3059.7651,
Train Epoch: [1/5] Iters:[3820/20018] transplant_loss 0.9708, rec_loss 0.0270, p_loss 0.1859, quant_error1 0.2803, quant_error 0.2678, utilization 0.9993, perplexity 3054.8351,
Train Epoch: [1/5] Iters:[3830/20018] transplant_loss 0.9716, rec_loss 0.0267, p_loss 0.1848, quant_error1 0.2812, quant_error 0.2686, utilization 0.9993, perplexity 3047.4203,
Train Epoch: [1/5] Iters:[3840/20018] transplant_loss 0.9706, rec_loss 0.0265, p_loss 0.1853, quant_error1 0.2808, quant_error 0.2683, utilization 0.9994, perplexity 3058.1453,
Train Epoch: [1/5] Iters:[3850/20018] transplant_loss 0.9678, rec_loss 0.0265, p_loss 0.1848, quant_error1 0.2799, quant_error 0.2673, utilization 0.9994, perplexity 3045.7141,
Train Epoch: [1/5] Iters:[3860/20018] transplant_loss 0.9611, rec_loss 0.0262, p_loss 0.1845, quant_error1 0.2776, quant_error 0.2650, utilization 0.9993, perplexity 3033.1143,
Train Epoch: [1/5] Iters:[3870/20018] transplant_loss 0.9548, rec_loss 0.0262, p_loss 0.1834, quant_error1 0.2757, quant_error 0.2631, utilization 0.9994, perplexity 3045.6500,
Train Epoch: [1/5] Iters:[3880/20018] transplant_loss 0.9528, rec_loss 0.0264, p_loss 0.1835, quant_error1 0.2751, quant_error 0.2622, utilization 0.9994, perplexity 3046.6017,
Train Epoch: [1/5] Iters:[3890/20018] transplant_loss 0.9499, rec_loss 0.0266, p_loss 0.1829, quant_error1 0.2741, quant_error 0.2612, utilization 0.9994, perplexity 3031.7498,
Train Epoch: [1/5] Iters:[3900/20018] transplant_loss 0.9526, rec_loss 0.0267, p_loss 0.1838, quant_error1 0.2749, quant_error 0.2620, utilization 0.9994, perplexity 3021.2394,
Train Epoch: [1/5] Iters:[3910/20018] transplant_loss 0.9631, rec_loss 0.0270, p_loss 0.1833, quant_error1 0.2792, quant_error 0.2661, utilization 0.9994, perplexity 3040.9571,
Train Epoch: [1/5] Iters:[3920/20018] transplant_loss 0.9618, rec_loss 0.0271, p_loss 0.1835, quant_error1 0.2787, quant_error 0.2657, utilization 0.9994, perplexity 3026.1604,
Train Epoch: [1/5] Iters:[3930/20018] transplant_loss 0.9662, rec_loss 0.0269, p_loss 0.1838, quant_error1 0.2804, quant_error 0.2673, utilization 0.9994, perplexity 3027.6646,
Train Epoch: [1/5] Iters:[3940/20018] transplant_loss 0.9601, rec_loss 0.0264, p_loss 0.1835, quant_error1 0.2784, quant_error 0.2653, utilization 0.9994, perplexity 3040.8308,
Train Epoch: [1/5] Iters:[3950/20018] transplant_loss 0.9631, rec_loss 0.0264, p_loss 0.1835, quant_error1 0.2797, quant_error 0.2664, utilization 0.9994, perplexity 3068.4530,
Train Epoch: [1/5] Iters:[3960/20018] transplant_loss 0.9581, rec_loss 0.0263, p_loss 0.1836, quant_error1 0.2775, quant_error 0.2643, utilization 0.9993, perplexity 3049.5040,
Train Epoch: [1/5] Iters:[3970/20018] transplant_loss 0.9613, rec_loss 0.0263, p_loss 0.1842, quant_error1 0.2785, quant_error 0.2652, utilization 0.9993, perplexity 3052.9919,
Train Epoch: [1/5] Iters:[3980/20018] transplant_loss 0.9635, rec_loss 0.0264, p_loss 0.1848, quant_error1 0.2789, quant_error 0.2656, utilization 0.9994, perplexity 3062.2571,
Train Epoch: [1/5] Iters:[3990/20018] transplant_loss 0.9700, rec_loss 0.0269, p_loss 0.1856, quant_error1 0.2810, quant_error 0.2676, utilization 0.9994, perplexity 3048.5394,
Train Epoch: [1/5] Iters:[4000/20018] transplant_loss 0.9687, rec_loss 0.0267, p_loss 0.1859, quant_error1 0.2804, quant_error 0.2670, utilization 0.9994, perplexity 3019.5923,
Train Epoch: [1/5] Iters:[4010/20018] transplant_loss 0.9695, rec_loss 0.0268, p_loss 0.1856, quant_error1 0.2808, quant_error 0.2673, utilization 0.9995, perplexity 3031.0116,
Train Epoch: [1/5] Iters:[4020/20018] transplant_loss 0.9736, rec_loss 0.0268, p_loss 0.1859, quant_error1 0.2823, quant_error 0.2687, utilization 0.9994, perplexity 3037.9548,
Train Epoch: [1/5] Iters:[4030/20018] transplant_loss 0.9828, rec_loss 0.0274, p_loss 0.1866, quant_error1 0.2851, quant_error 0.2715, utilization 0.9994, perplexity 3023.5733,
Train Epoch: [1/5] Iters:[4040/20018] transplant_loss 0.9847, rec_loss 0.0271, p_loss 0.1863, quant_error1 0.2862, quant_error 0.2725, utilization 0.9994, perplexity 3033.4495,
Train Epoch: [1/5] Iters:[4050/20018] transplant_loss 0.9831, rec_loss 0.0273, p_loss 0.1856, quant_error1 0.2856, quant_error 0.2719, utilization 0.9993, perplexity 3058.7923,
Train Epoch: [1/5] Iters:[4060/20018] transplant_loss 0.9953, rec_loss 0.0277, p_loss 0.1867, quant_error1 0.2898, quant_error 0.2759, utilization 0.9994, perplexity 3062.6451,
Train Epoch: [1/5] Iters:[4070/20018] transplant_loss 0.9797, rec_loss 0.0274, p_loss 0.1860, quant_error1 0.2839, quant_error 0.2704, utilization 0.9994, perplexity 3045.7273,
Train Epoch: [1/5] Iters:[4080/20018] transplant_loss 0.9711, rec_loss 0.0269, p_loss 0.1854, quant_error1 0.2811, quant_error 0.2677, utilization 0.9994, perplexity 3069.6848,
Train Epoch: [1/5] Iters:[4090/20018] transplant_loss 0.9637, rec_loss 0.0269, p_loss 0.1852, quant_error1 0.2779, quant_error 0.2648, utilization 0.9995, perplexity 3071.0811,
Train Epoch: [1/5] Iters:[4100/20018] transplant_loss 0.9675, rec_loss 0.0269, p_loss 0.1865, quant_error1 0.2790, quant_error 0.2658, utilization 0.9995, perplexity 3064.4784,
Train Epoch: [1/5] Iters:[4110/20018] transplant_loss 0.9522, rec_loss 0.0265, p_loss 0.1850, quant_error1 0.2739, quant_error 0.2608, utilization 0.9994, perplexity 3056.1296,
Train Epoch: [1/5] Iters:[4120/20018] transplant_loss 0.9534, rec_loss 0.0263, p_loss 0.1846, quant_error1 0.2747, quant_error 0.2615, utilization 0.9994, perplexity 3071.7009,
Train Epoch: [1/5] Iters:[4130/20018] transplant_loss 0.9496, rec_loss 0.0259, p_loss 0.1840, quant_error1 0.2738, quant_error 0.2606, utilization 0.9994, perplexity 3060.2900,
Train Epoch: [1/5] Iters:[4140/20018] transplant_loss 0.9436, rec_loss 0.0259, p_loss 0.1838, quant_error1 0.2716, quant_error 0.2584, utilization 0.9994, perplexity 3043.6284,
Train Epoch: [1/5] Iters:[4150/20018] transplant_loss 0.9413, rec_loss 0.0257, p_loss 0.1831, quant_error1 0.2709, quant_error 0.2577, utilization 0.9995, perplexity 3043.6602,
Train Epoch: [1/5] Iters:[4160/20018] transplant_loss 0.9460, rec_loss 0.0260, p_loss 0.1836, quant_error1 0.2726, quant_error 0.2593, utilization 0.9994, perplexity 3043.1774,
Train Epoch: [1/5] Iters:[4170/20018] transplant_loss 0.9489, rec_loss 0.0261, p_loss 0.1832, quant_error1 0.2741, quant_error 0.2606, utilization 0.9994, perplexity 3029.1526,
Train Epoch: [1/5] Iters:[4180/20018] transplant_loss 0.9486, rec_loss 0.0261, p_loss 0.1835, quant_error1 0.2737, quant_error 0.2603, utilization 0.9994, perplexity 3033.5434,
Train Epoch: [1/5] Iters:[4190/20018] transplant_loss 0.9561, rec_loss 0.0262, p_loss 0.1832, quant_error1 0.2769, quant_error 0.2633, utilization 0.9994, perplexity 3049.8083,
Train Epoch: [1/5] Iters:[4200/20018] transplant_loss 0.9592, rec_loss 0.0264, p_loss 0.1831, quant_error1 0.2783, quant_error 0.2646, utilization 0.9993, perplexity 3039.2949,
Train Epoch: [1/5] Iters:[4210/20018] transplant_loss 0.9549, rec_loss 0.0261, p_loss 0.1827, quant_error1 0.2769, quant_error 0.2632, utilization 0.9993, perplexity 3035.4165,
Train Epoch: [1/5] Iters:[4220/20018] transplant_loss 0.9553, rec_loss 0.0260, p_loss 0.1834, quant_error1 0.2768, quant_error 0.2631, utilization 0.9994, perplexity 3046.0035,
Train Epoch: [1/5] Iters:[4230/20018] transplant_loss 0.9571, rec_loss 0.0262, p_loss 0.1824, quant_error1 0.2783, quant_error 0.2642, utilization 0.9994, perplexity 3039.7256,
Train Epoch: [1/5] Iters:[4240/20018] transplant_loss 0.9583, rec_loss 0.0265, p_loss 0.1832, quant_error1 0.2782, quant_error 0.2641, utilization 0.9994, perplexity 3040.2713,
Train Epoch: [1/5] Iters:[4250/20018] transplant_loss 0.9577, rec_loss 0.0266, p_loss 0.1834, quant_error1 0.2776, quant_error 0.2635, utilization 0.9994, perplexity 3049.8015,
Train Epoch: [1/5] Iters:[4260/20018] transplant_loss 0.9604, rec_loss 0.0267, p_loss 0.1846, quant_error1 0.2781, quant_error 0.2640, utilization 0.9994, perplexity 3049.4688,
Train Epoch: [1/5] Iters:[4270/20018] transplant_loss 0.9609, rec_loss 0.0271, p_loss 0.1838, quant_error1 0.2784, quant_error 0.2643, utilization 0.9994, perplexity 3051.7487,
Train Epoch: [1/5] Iters:[4280/20018] transplant_loss 0.9621, rec_loss 0.0270, p_loss 0.1849, quant_error1 0.2781, quant_error 0.2640, utilization 0.9994, perplexity 3047.6636,
Train Epoch: [1/5] Iters:[4290/20018] transplant_loss 0.9566, rec_loss 0.0268, p_loss 0.1848, quant_error1 0.2759, quant_error 0.2620, utilization 0.9994, perplexity 3035.3444,
Train Epoch: [1/5] Iters:[4300/20018] transplant_loss 0.9491, rec_loss 0.0265, p_loss 0.1842, quant_error1 0.2736, quant_error 0.2598, utilization 0.9994, perplexity 3036.6183,
Train Epoch: [1/5] Iters:[4310/20018] transplant_loss 0.9516, rec_loss 0.0264, p_loss 0.1837, quant_error1 0.2748, quant_error 0.2609, utilization 0.9995, perplexity 3053.4384,
Train Epoch: [1/5] Iters:[4320/20018] transplant_loss 0.9537, rec_loss 0.0264, p_loss 0.1846, quant_error1 0.2752, quant_error 0.2613, utilization 0.9995, perplexity 3052.9774,
Train Epoch: [1/5] Iters:[4330/20018] transplant_loss 0.9454, rec_loss 0.0261, p_loss 0.1835, quant_error1 0.2728, quant_error 0.2589, utilization 0.9995, perplexity 3033.8496,
Train Epoch: [1/5] Iters:[4340/20018] transplant_loss 0.9375, rec_loss 0.0256, p_loss 0.1818, quant_error1 0.2709, quant_error 0.2569, utilization 0.9994, perplexity 3041.8597,
Train Epoch: [1/5] Iters:[4350/20018] transplant_loss 0.9417, rec_loss 0.0257, p_loss 0.1829, quant_error1 0.2718, quant_error 0.2577, utilization 0.9994, perplexity 3060.4249,
Train Epoch: [1/5] Iters:[4360/20018] transplant_loss 0.9501, rec_loss 0.0261, p_loss 0.1840, quant_error1 0.2744, quant_error 0.2604, utilization 0.9994, perplexity 3052.0190,
Train Epoch: [1/5] Iters:[4370/20018] transplant_loss 0.9492, rec_loss 0.0262, p_loss 0.1838, quant_error1 0.2737, quant_error 0.2598, utilization 0.9994, perplexity 3036.0196,
Train Epoch: [1/5] Iters:[4380/20018] transplant_loss 0.9580, rec_loss 0.0267, p_loss 0.1847, quant_error1 0.2765, quant_error 0.2626, utilization 0.9994, perplexity 3054.4573,
Train Epoch: [1/5] Iters:[4390/20018] transplant_loss 0.9637, rec_loss 0.0271, p_loss 0.1859, quant_error1 0.2778, quant_error 0.2639, utilization 0.9994, perplexity 3065.3714,
Train Epoch: [1/5] Iters:[4400/20018] transplant_loss 0.9568, rec_loss 0.0266, p_loss 0.1845, quant_error1 0.2762, quant_error 0.2622, utilization 0.9994, perplexity 3042.7168,
Train Epoch: [1/5] Iters:[4410/20018] transplant_loss 0.9355, rec_loss 0.0259, p_loss 0.1825, quant_error1 0.2691, quant_error 0.2553, utilization 0.9994, perplexity 3045.4167,
Train Epoch: [1/5] Iters:[4420/20018] transplant_loss 0.9318, rec_loss 0.0252, p_loss 0.1825, quant_error1 0.2679, quant_error 0.2541, utilization 0.9994, perplexity 3064.9697,
Train Epoch: [1/5] Iters:[4430/20018] transplant_loss 0.9234, rec_loss 0.0249, p_loss 0.1817, quant_error1 0.2652, quant_error 0.2514, utilization 0.9994, perplexity 3058.5291,
Train Epoch: [1/5] Iters:[4440/20018] transplant_loss 0.9246, rec_loss 0.0247, p_loss 0.1815, quant_error1 0.2658, quant_error 0.2520, utilization 0.9995, perplexity 3042.5167,
Train Epoch: [1/5] Iters:[4450/20018] transplant_loss 0.9307, rec_loss 0.0254, p_loss 0.1829, quant_error1 0.2673, quant_error 0.2534, utilization 0.9994, perplexity 3042.2465,
Train Epoch: [1/5] Iters:[4460/20018] transplant_loss 0.9451, rec_loss 0.0257, p_loss 0.1841, quant_error1 0.2723, quant_error 0.2582, utilization 0.9994, perplexity 3049.3832,
Train Epoch: [1/5] Iters:[4470/20018] transplant_loss 0.9464, rec_loss 0.0261, p_loss 0.1840, quant_error1 0.2729, quant_error 0.2588, utilization 0.9994, perplexity 3046.8969,
Train Epoch: [1/5] Iters:[4480/20018] transplant_loss 0.9466, rec_loss 0.0264, p_loss 0.1845, quant_error1 0.2722, quant_error 0.2583, utilization 0.9993, perplexity 3054.8809,
Train Epoch: [1/5] Iters:[4490/20018] transplant_loss 0.9465, rec_loss 0.0265, p_loss 0.1847, quant_error1 0.2722, quant_error 0.2584, utilization 0.9993, perplexity 3060.6899,
Train Epoch: [1/5] Iters:[4500/20018] transplant_loss 0.9463, rec_loss 0.0264, p_loss 0.1836, quant_error1 0.2726, quant_error 0.2586, utilization 0.9994, perplexity 3072.6837,
Train Epoch: [1/5] Iters:[4510/20018] transplant_loss 0.9469, rec_loss 0.0264, p_loss 0.1836, quant_error1 0.2731, quant_error 0.2590, utilization 0.9994, perplexity 3048.6589,
Train Epoch: [1/5] Iters:[4520/20018] transplant_loss 0.9478, rec_loss 0.0261, p_loss 0.1835, quant_error1 0.2738, quant_error 0.2596, utilization 0.9994, perplexity 3047.2694,
Train Epoch: [1/5] Iters:[4530/20018] transplant_loss 0.9516, rec_loss 0.0257, p_loss 0.1835, quant_error1 0.2758, quant_error 0.2612, utilization 0.9994, perplexity 3057.7937,
Train Epoch: [1/5] Iters:[4540/20018] transplant_loss 0.9591, rec_loss 0.0259, p_loss 0.1837, quant_error1 0.2787, quant_error 0.2638, utilization 0.9994, perplexity 3051.3507,
Train Epoch: [1/5] Iters:[4550/20018] transplant_loss 0.9598, rec_loss 0.0260, p_loss 0.1846, quant_error1 0.2785, quant_error 0.2637, utilization 0.9994, perplexity 3041.0028,
Train Epoch: [1/5] Iters:[4560/20018] transplant_loss 0.9655, rec_loss 0.0264, p_loss 0.1850, quant_error1 0.2801, quant_error 0.2653, utilization 0.9994, perplexity 3059.7841,
Train Epoch: [1/5] Iters:[4570/20018] transplant_loss 0.9728, rec_loss 0.0268, p_loss 0.1858, quant_error1 0.2823, quant_error 0.2673, utilization 0.9994, perplexity 3063.3083,
Train Epoch: [1/5] Iters:[4580/20018] transplant_loss 0.9752, rec_loss 0.0270, p_loss 0.1864, quant_error1 0.2826, quant_error 0.2677, utilization 0.9994, perplexity 3048.8877,
Train Epoch: [1/5] Iters:[4590/20018] transplant_loss 0.9711, rec_loss 0.0270, p_loss 0.1857, quant_error1 0.2813, quant_error 0.2666, utilization 0.9993, perplexity 3048.6492,
Train Epoch: [1/5] Iters:[4600/20018] transplant_loss 0.9610, rec_loss 0.0266, p_loss 0.1848, quant_error1 0.2779, quant_error 0.2634, utilization 0.9993, perplexity 3056.3627,
Train Epoch: [1/5] Iters:[4610/20018] transplant_loss 0.9490, rec_loss 0.0263, p_loss 0.1845, quant_error1 0.2737, quant_error 0.2592, utilization 0.9993, perplexity 3050.7151,
Train Epoch: [1/5] Iters:[4620/20018] transplant_loss 0.9403, rec_loss 0.0258, p_loss 0.1838, quant_error1 0.2710, quant_error 0.2564, utilization 0.9993, perplexity 3042.5449,
Train Epoch: [1/5] Iters:[4630/20018] transplant_loss 0.9483, rec_loss 0.0261, p_loss 0.1843, quant_error1 0.2741, quant_error 0.2592, utilization 0.9993, perplexity 3058.4858,
Train Epoch: [1/5] Iters:[4640/20018] transplant_loss 0.9412, rec_loss 0.0256, p_loss 0.1838, quant_error1 0.2714, quant_error 0.2567, utilization 0.9994, perplexity 3044.4989,
Train Epoch: [1/5] Iters:[4650/20018] transplant_loss 0.9419, rec_loss 0.0255, p_loss 0.1830, quant_error1 0.2723, quant_error 0.2573, utilization 0.9994, perplexity 3033.9758,
Train Epoch: [1/5] Iters:[4660/20018] transplant_loss 0.9485, rec_loss 0.0257, p_loss 0.1829, quant_error1 0.2747, quant_error 0.2596, utilization 0.9995, perplexity 3049.6912,
Train Epoch: [1/5] Iters:[4670/20018] transplant_loss 0.9503, rec_loss 0.0260, p_loss 0.1836, quant_error1 0.2750, quant_error 0.2599, utilization 0.9994, perplexity 3051.9729,
Train Epoch: [1/5] Iters:[4680/20018] transplant_loss 0.9352, rec_loss 0.0257, p_loss 0.1823, quant_error1 0.2696, quant_error 0.2549, utilization 0.9995, perplexity 3030.7731,
Train Epoch: [1/5] Iters:[4690/20018] transplant_loss 0.9360, rec_loss 0.0259, p_loss 0.1826, quant_error1 0.2701, quant_error 0.2552, utilization 0.9995, perplexity 3053.6767,
Train Epoch: [1/5] Iters:[4700/20018] transplant_loss 0.9404, rec_loss 0.0258, p_loss 0.1830, quant_error1 0.2714, quant_error 0.2565, utilization 0.9995, perplexity 3064.7236,
Train Epoch: [1/5] Iters:[4710/20018] transplant_loss 0.9411, rec_loss 0.0258, p_loss 0.1836, quant_error1 0.2718, quant_error 0.2568, utilization 0.9994, perplexity 3058.9717,
Train Epoch: [1/5] Iters:[4720/20018] transplant_loss 0.9401, rec_loss 0.0259, p_loss 0.1826, quant_error1 0.2714, quant_error 0.2566, utilization 0.9994, perplexity 3058.6665,
Train Epoch: [1/5] Iters:[4730/20018] transplant_loss 0.9450, rec_loss 0.0262, p_loss 0.1835, quant_error1 0.2728, quant_error 0.2578, utilization 0.9994, perplexity 3052.6083,
Train Epoch: [1/5] Iters:[4740/20018] transplant_loss 0.9477, rec_loss 0.0264, p_loss 0.1837, quant_error1 0.2734, quant_error 0.2584, utilization 0.9994, perplexity 3056.0465,
Train Epoch: [1/5] Iters:[4750/20018] transplant_loss 0.9555, rec_loss 0.0271, p_loss 0.1851, quant_error1 0.2756, quant_error 0.2604, utilization 0.9994, perplexity 3055.7408,
Train Epoch: [1/5] Iters:[4760/20018] transplant_loss 0.9479, rec_loss 0.0270, p_loss 0.1839, quant_error1 0.2732, quant_error 0.2582, utilization 0.9994, perplexity 3039.2247,
Train Epoch: [1/5] Iters:[4770/20018] transplant_loss 0.9457, rec_loss 0.0265, p_loss 0.1834, quant_error1 0.2735, quant_error 0.2580, utilization 0.9994, perplexity 3027.5620,
Train Epoch: [1/5] Iters:[4780/20018] transplant_loss 0.9456, rec_loss 0.0265, p_loss 0.1834, quant_error1 0.2737, quant_error 0.2581, utilization 0.9994, perplexity 3042.0881,
Train Epoch: [1/5] Iters:[4790/20018] transplant_loss 0.9501, rec_loss 0.0264, p_loss 0.1837, quant_error1 0.2756, quant_error 0.2600, utilization 0.9994, perplexity 3036.9649,
Train Epoch: [1/5] Iters:[4800/20018] transplant_loss 0.9451, rec_loss 0.0260, p_loss 0.1835, quant_error1 0.2738, quant_error 0.2583, utilization 0.9994, perplexity 3019.5303,
Train Epoch: [1/5] Iters:[4810/20018] transplant_loss 0.9532, rec_loss 0.0262, p_loss 0.1841, quant_error1 0.2766, quant_error 0.2609, utilization 0.9994, perplexity 3029.7038,
Train Epoch: [1/5] Iters:[4820/20018] transplant_loss 0.9543, rec_loss 0.0265, p_loss 0.1850, quant_error1 0.2758, quant_error 0.2605, utilization 0.9994, perplexity 3052.3812,
Train Epoch: [1/5] Iters:[4830/20018] transplant_loss 0.9556, rec_loss 0.0263, p_loss 0.1851, quant_error1 0.2764, quant_error 0.2611, utilization 0.9994, perplexity 3059.3992,
Train Epoch: [1/5] Iters:[4840/20018] transplant_loss 0.9559, rec_loss 0.0264, p_loss 0.1859, quant_error1 0.2760, quant_error 0.2609, utilization 0.9994, perplexity 3068.6934,
Train Epoch: [1/5] Iters:[4850/20018] transplant_loss 0.9620, rec_loss 0.0269, p_loss 0.1857, quant_error1 0.2784, quant_error 0.2631, utilization 0.9994, perplexity 3073.3813,
Train Epoch: [1/5] Iters:[4860/20018] transplant_loss 0.9645, rec_loss 0.0268, p_loss 0.1857, quant_error1 0.2795, quant_error 0.2641, utilization 0.9994, perplexity 3067.8891,
Train Epoch: [1/5] Iters:[4870/20018] transplant_loss 0.9696, rec_loss 0.0271, p_loss 0.1870, quant_error1 0.2810, quant_error 0.2656, utilization 0.9994, perplexity 3055.6676,
Train Epoch: [1/5] Iters:[4880/20018] transplant_loss 0.9672, rec_loss 0.0269, p_loss 0.1859, quant_error1 0.2806, quant_error 0.2652, utilization 0.9995, perplexity 3051.7695,
Train Epoch: [1/5] Iters:[4890/20018] transplant_loss 0.9618, rec_loss 0.0267, p_loss 0.1842, quant_error1 0.2793, quant_error 0.2638, utilization 0.9994, perplexity 3032.5552,
Train Epoch: [1/5] Iters:[4900/20018] transplant_loss 0.9590, rec_loss 0.0263, p_loss 0.1840, quant_error1 0.2784, quant_error 0.2629, utilization 0.9994, perplexity 3040.5529,
Train Epoch: [1/5] Iters:[4910/20018] transplant_loss 0.9496, rec_loss 0.0260, p_loss 0.1838, quant_error1 0.2746, quant_error 0.2595, utilization 0.9995, perplexity 3043.8315,
Train Epoch: [1/5] Iters:[4920/20018] transplant_loss 0.9414, rec_loss 0.0258, p_loss 0.1826, quant_error1 0.2720, quant_error 0.2569, utilization 0.9994, perplexity 3047.1856,
Train Epoch: [1/5] Iters:[4930/20018] transplant_loss 0.9400, rec_loss 0.0259, p_loss 0.1819, quant_error1 0.2717, quant_error 0.2565, utilization 0.9994, perplexity 3047.2956,
Train Epoch: [1/5] Iters:[4940/20018] transplant_loss 0.9469, rec_loss 0.0261, p_loss 0.1839, quant_error1 0.2735, quant_error 0.2582, utilization 0.9994, perplexity 3057.1336,
Train Epoch: [1/5] Iters:[4950/20018] transplant_loss 0.9414, rec_loss 0.0259, p_loss 0.1833, quant_error1 0.2718, quant_error 0.2566, utilization 0.9994, perplexity 3049.2496,
Train Epoch: [1/5] Iters:[4960/20018] transplant_loss 0.9349, rec_loss 0.0259, p_loss 0.1830, quant_error1 0.2693, quant_error 0.2542, utilization 0.9995, perplexity 3061.2194,
Train Epoch: [1/5] Iters:[4970/20018] transplant_loss 0.9276, rec_loss 0.0255, p_loss 0.1815, quant_error1 0.2673, quant_error 0.2522, utilization 0.9995, perplexity 3053.9263,
Train Epoch: [1/5] Iters:[4980/20018] transplant_loss 0.9335, rec_loss 0.0255, p_loss 0.1819, quant_error1 0.2691, quant_error 0.2537, utilization 0.9995, perplexity 3062.3647,
Train Epoch: [1/5] Iters:[4990/20018] transplant_loss 0.9289, rec_loss 0.0254, p_loss 0.1811, quant_error1 0.2678, quant_error 0.2525, utilization 0.9994, perplexity 3050.4268,
Train Epoch: [1/5] Iters:[5000/20018] transplant_loss 0.9348, rec_loss 0.0256, p_loss 0.1813, quant_error1 0.2700, quant_error 0.2546, utilization 0.9994, perplexity 3052.5611,
Train Epoch: [1/5] Iters:[5010/20018] transplant_loss 0.9425, rec_loss 0.0259, p_loss 0.1813, quant_error1 0.2732, quant_error 0.2574, utilization 0.9994, perplexity 3039.7486,
