dataset_dir: /project/6105494/shared/data/
dataset_name: FFHQ
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 50
eval_epochs: 5
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/FFHQ
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/FFHQ
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/FFHQ
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/FFHQ
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/FFHQ
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_FFHQ_model_16384_16_loss_1.0_0.2_1.0_0.4-50.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: FFHQ
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False
saver_name_pre: wasserstein_vq_refinement_False_FFHQ_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/50] Iters:[10/1093] gen_loss 1.6109, rec_loss 0.0336, lpips_loss 0.3296, g_loss 0.0939, disc_weight 0.4000, disc_adaptive_weight 48.4568, d_loss 2.4150, logits_real -0.2955, logits_fake -0.0807,
Train Epoch: [13/50] Iters:[1070/1093] gen_loss 0.4811, rec_loss 0.0125, lpips_loss 0.1431, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 7.8622, d_loss 0.4007, logits_real -0.0431, logits_fake -0.0414,
Train Epoch: [13/50] Iters:[1080/1093] gen_loss 0.4654, rec_loss 0.0125, lpips_loss 0.1432, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 7.5014, d_loss 0.4007, logits_real -0.0430, logits_fake -0.0414,
Train Epoch: [13/50] Iters:[1090/1093] gen_loss 0.4604, rec_loss 0.0127, lpips_loss 0.1440, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 7.3659, d_loss 0.4007, logits_real -0.0428, logits_fake -0.0412,
epoch:14, cur_lr:0.000010
Train Epoch: [14/50] Iters:[10/1093] gen_loss 0.4410, rec_loss 0.0122, lpips_loss 0.1405, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 6.9283, d_loss 0.4007, logits_real -0.0432, logits_fake -0.0415,
Train Epoch: [14/50] Iters:[20/1093] gen_loss 0.4916, rec_loss 0.0126, lpips_loss 0.1424, g_loss 0.0420, disc_weight 0.4000, disc_adaptive_weight 8.0014, d_loss 0.4007, logits_real -0.0439, logits_fake -0.0424,
Train Epoch: [14/50] Iters:[30/1093] gen_loss 0.5017, rec_loss 0.0124, lpips_loss 0.1422, g_loss 0.0422, disc_weight 0.4000, disc_adaptive_weight 8.2054, d_loss 0.4007, logits_real -0.0440, logits_fake -0.0423,
Train Epoch: [14/50] Iters:[40/1093] gen_loss 0.4920, rec_loss 0.0124, lpips_loss 0.1421, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 7.9660, d_loss 0.4008, logits_real -0.0442, logits_fake -0.0424,
Train Epoch: [14/50] Iters:[50/1093] gen_loss 0.4851, rec_loss 0.0123, lpips_loss 0.1421, g_loss 0.0424, disc_weight 0.4000, disc_adaptive_weight 7.7852, d_loss 0.4007, logits_real -0.0444, logits_fake -0.0425,
Train Epoch: [14/50] Iters:[60/1093] gen_loss 0.4884, rec_loss 0.0123, lpips_loss 0.1423, g_loss 0.0428, disc_weight 0.4000, disc_adaptive_weight 7.7968, d_loss 0.4007, logits_real -0.0449, logits_fake -0.0431,
Train Epoch: [14/50] Iters:[70/1093] gen_loss 0.4917, rec_loss 0.0121, lpips_loss 0.1418, g_loss 0.0432, disc_weight 0.4000, disc_adaptive_weight 7.8109, d_loss 0.4008, logits_real -0.0452, logits_fake -0.0433,
Train Epoch: [14/50] Iters:[80/1093] gen_loss 0.4847, rec_loss 0.0123, lpips_loss 0.1423, g_loss 0.0432, disc_weight 0.4000, disc_adaptive_weight 7.6382, d_loss 0.4007, logits_real -0.0453, logits_fake -0.0435,
Train Epoch: [14/50] Iters:[90/1093] gen_loss 0.5259, rec_loss 0.0123, lpips_loss 0.1427, g_loss 0.0434, disc_weight 0.4000, disc_adaptive_weight 8.5428, d_loss 0.4007, logits_real -0.0452, logits_fake -0.0436,
Train Epoch: [14/50] Iters:[100/1093] gen_loss 0.5311, rec_loss 0.0123, lpips_loss 0.1426, g_loss 0.0435, disc_weight 0.4000, disc_adaptive_weight 8.6478, d_loss 0.4007, logits_real -0.0452, logits_fake -0.0436,
Train Epoch: [14/50] Iters:[110/1093] gen_loss 0.5369, rec_loss 0.0124, lpips_loss 0.1433, g_loss 0.0435, disc_weight 0.4000, disc_adaptive_weight 8.7611, d_loss 0.4007, logits_real -0.0451, logits_fake -0.0433,
Train Epoch: [14/50] Iters:[120/1093] gen_loss 0.5218, rec_loss 0.0124, lpips_loss 0.1432, g_loss 0.0431, disc_weight 0.4000, disc_adaptive_weight 8.4779, d_loss 0.4007, logits_real -0.0449, logits_fake -0.0432,
Train Epoch: [14/50] Iters:[130/1093] gen_loss 0.5139, rec_loss 0.0123, lpips_loss 0.1428, g_loss 0.0433, disc_weight 0.4000, disc_adaptive_weight 8.2748, d_loss 0.4007, logits_real -0.0450, logits_fake -0.0432,
Train Epoch: [14/50] Iters:[140/1093] gen_loss 0.4762, rec_loss 0.0122, lpips_loss 0.1427, g_loss 0.0434, disc_weight 0.4000, disc_adaptive_weight 7.3966, d_loss 0.4007, logits_real -0.0452, logits_fake -0.0435,
Train Epoch: [14/50] Iters:[150/1093] gen_loss 0.4704, rec_loss 0.0122, lpips_loss 0.1427, g_loss 0.0435, disc_weight 0.4000, disc_adaptive_weight 7.2409, d_loss 0.4007, logits_real -0.0453, logits_fake -0.0436,
Train Epoch: [14/50] Iters:[160/1093] gen_loss 0.4876, rec_loss 0.0120, lpips_loss 0.1420, g_loss 0.0436, disc_weight 0.4000, disc_adaptive_weight 7.6321, d_loss 0.4007, logits_real -0.0456, logits_fake -0.0438,
Train Epoch: [14/50] Iters:[170/1093] gen_loss 0.4889, rec_loss 0.0122, lpips_loss 0.1423, g_loss 0.0438, disc_weight 0.4000, disc_adaptive_weight 7.6157, d_loss 0.4007, logits_real -0.0455, logits_fake -0.0438,
Train Epoch: [14/50] Iters:[180/1093] gen_loss 0.5005, rec_loss 0.0123, lpips_loss 0.1430, g_loss 0.0438, disc_weight 0.4000, disc_adaptive_weight 7.8654, d_loss 0.4007, logits_real -0.0455, logits_fake -0.0439,
Train Epoch: [14/50] Iters:[190/1093] gen_loss 0.4952, rec_loss 0.0122, lpips_loss 0.1423, g_loss 0.0436, disc_weight 0.4000, disc_adaptive_weight 7.7871, d_loss 0.4007, logits_real -0.0454, logits_fake -0.0436,
Train Epoch: [14/50] Iters:[200/1093] gen_loss 0.5230, rec_loss 0.0122, lpips_loss 0.1426, g_loss 0.0434, disc_weight 0.4000, disc_adaptive_weight 8.4593, d_loss 0.4008, logits_real -0.0452, logits_fake -0.0433,
Train Epoch: [14/50] Iters:[210/1093] gen_loss 0.5001, rec_loss 0.0122, lpips_loss 0.1430, g_loss 0.0431, disc_weight 0.4000, disc_adaptive_weight 7.9845, d_loss 0.4007, logits_real -0.0449, logits_fake -0.0431,
Train Epoch: [14/50] Iters:[220/1093] gen_loss 0.4861, rec_loss 0.0121, lpips_loss 0.1429, g_loss 0.0430, disc_weight 0.4000, disc_adaptive_weight 7.6879, d_loss 0.4007, logits_real -0.0448, logits_fake -0.0430,
Train Epoch: [14/50] Iters:[230/1093] gen_loss 0.4741, rec_loss 0.0119, lpips_loss 0.1423, g_loss 0.0430, disc_weight 0.4000, disc_adaptive_weight 7.4265, d_loss 0.4007, logits_real -0.0448, logits_fake -0.0430,
Train Epoch: [14/50] Iters:[240/1093] gen_loss 0.4766, rec_loss 0.0118, lpips_loss 0.1423, g_loss 0.0432, disc_weight 0.4000, disc_adaptive_weight 7.4592, d_loss 0.4007, logits_real -0.0449, logits_fake -0.0432,
Train Epoch: [14/50] Iters:[250/1093] gen_loss 0.4683, rec_loss 0.0119, lpips_loss 0.1417, g_loss 0.0434, disc_weight 0.4000, disc_adaptive_weight 7.2409, d_loss 0.4007, logits_real -0.0452, logits_fake -0.0433,
Train Epoch: [14/50] Iters:[260/1093] gen_loss 0.4779, rec_loss 0.0120, lpips_loss 0.1414, g_loss 0.0438, disc_weight 0.4000, disc_adaptive_weight 7.4068, d_loss 0.4008, logits_real -0.0456, logits_fake -0.0437,
Train Epoch: [14/50] Iters:[270/1093] gen_loss 0.5243, rec_loss 0.0120, lpips_loss 0.1410, g_loss 0.0440, disc_weight 0.4000, disc_adaptive_weight 8.4341, d_loss 0.4008, logits_real -0.0458, logits_fake -0.0438,
Train Epoch: [14/50] Iters:[280/1093] gen_loss 0.5583, rec_loss 0.0121, lpips_loss 0.1412, g_loss 0.0440, disc_weight 0.4000, disc_adaptive_weight 9.2034, d_loss 0.4008, logits_real -0.0460, logits_fake -0.0438,
Train Epoch: [14/50] Iters:[290/1093] gen_loss 0.5751, rec_loss 0.0122, lpips_loss 0.1414, g_loss 0.0439, disc_weight 0.4000, disc_adaptive_weight 9.5922, d_loss 0.4008, logits_real -0.0460, logits_fake -0.0437,
Train Epoch: [14/50] Iters:[300/1093] gen_loss 0.5708, rec_loss 0.0123, lpips_loss 0.1420, g_loss 0.0437, disc_weight 0.4000, disc_adaptive_weight 9.5302, d_loss 0.4008, logits_real -0.0457, logits_fake -0.0435,
Train Epoch: [14/50] Iters:[310/1093] gen_loss 0.5837, rec_loss 0.0123, lpips_loss 0.1423, g_loss 0.0431, disc_weight 0.4000, disc_adaptive_weight 9.9334, d_loss 0.4008, logits_real -0.0451, logits_fake -0.0429,
Train Epoch: [14/50] Iters:[320/1093] gen_loss 0.5534, rec_loss 0.0124, lpips_loss 0.1427, g_loss 0.0425, disc_weight 0.4000, disc_adaptive_weight 9.3533, d_loss 0.4008, logits_real -0.0445, logits_fake -0.0423,
Train Epoch: [14/50] Iters:[330/1093] gen_loss 0.5264, rec_loss 0.0124, lpips_loss 0.1430, g_loss 0.0419, disc_weight 0.4000, disc_adaptive_weight 8.8398, d_loss 0.4008, logits_real -0.0438, logits_fake -0.0418,
Train Epoch: [14/50] Iters:[340/1093] gen_loss 0.5115, rec_loss 0.0124, lpips_loss 0.1434, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 8.6073, d_loss 0.4008, logits_real -0.0431, logits_fake -0.0411,
Train Epoch: [14/50] Iters:[350/1093] gen_loss 0.5014, rec_loss 0.0124, lpips_loss 0.1435, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 8.4601, d_loss 0.4007, logits_real -0.0426, logits_fake -0.0407,
Train Epoch: [14/50] Iters:[360/1093] gen_loss 0.4757, rec_loss 0.0124, lpips_loss 0.1438, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 7.8773, d_loss 0.4007, logits_real -0.0424, logits_fake -0.0405,
Train Epoch: [14/50] Iters:[370/1093] gen_loss 0.4664, rec_loss 0.0123, lpips_loss 0.1436, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 7.6965, d_loss 0.4007, logits_real -0.0421, logits_fake -0.0404,
Train Epoch: [14/50] Iters:[380/1093] gen_loss 0.4602, rec_loss 0.0123, lpips_loss 0.1431, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 7.6007, d_loss 0.4007, logits_real -0.0419, logits_fake -0.0402,
Train Epoch: [14/50] Iters:[390/1093] gen_loss 0.4457, rec_loss 0.0123, lpips_loss 0.1431, g_loss 0.0399, disc_weight 0.4000, disc_adaptive_weight 7.2784, d_loss 0.4007, logits_real -0.0417, logits_fake -0.0400,
Train Epoch: [14/50] Iters:[400/1093] gen_loss 0.4317, rec_loss 0.0123, lpips_loss 0.1427, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 6.9922, d_loss 0.4007, logits_real -0.0414, logits_fake -0.0397,
Train Epoch: [14/50] Iters:[410/1093] gen_loss 0.4253, rec_loss 0.0122, lpips_loss 0.1423, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 6.8718, d_loss 0.4007, logits_real -0.0411, logits_fake -0.0395,
Train Epoch: [14/50] Iters:[420/1093] gen_loss 0.4332, rec_loss 0.0122, lpips_loss 0.1418, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 7.1172, d_loss 0.4007, logits_real -0.0410, logits_fake -0.0393,
Train Epoch: [14/50] Iters:[430/1093] gen_loss 0.4488, rec_loss 0.0120, lpips_loss 0.1418, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 7.4800, d_loss 0.4007, logits_real -0.0410, logits_fake -0.0394,
Train Epoch: [14/50] Iters:[440/1093] gen_loss 0.4733, rec_loss 0.0121, lpips_loss 0.1422, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 8.0436, d_loss 0.4007, logits_real -0.0413, logits_fake -0.0396,
Train Epoch: [14/50] Iters:[450/1093] gen_loss 0.4769, rec_loss 0.0122, lpips_loss 0.1425, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 8.0536, d_loss 0.4007, logits_real -0.0416, logits_fake -0.0399,
Train Epoch: [14/50] Iters:[460/1093] gen_loss 0.4946, rec_loss 0.0122, lpips_loss 0.1427, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 8.4153, d_loss 0.4007, logits_real -0.0421, logits_fake -0.0403,
Train Epoch: [14/50] Iters:[470/1093] gen_loss 0.4954, rec_loss 0.0124, lpips_loss 0.1429, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 8.3126, d_loss 0.4007, logits_real -0.0426, logits_fake -0.0409,
Train Epoch: [14/50] Iters:[480/1093] gen_loss 0.4756, rec_loss 0.0124, lpips_loss 0.1430, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 7.7468, d_loss 0.4007, logits_real -0.0431, logits_fake -0.0414,
Train Epoch: [14/50] Iters:[490/1093] gen_loss 0.4808, rec_loss 0.0123, lpips_loss 0.1425, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 7.7892, d_loss 0.4007, logits_real -0.0435, logits_fake -0.0419,
Train Epoch: [14/50] Iters:[500/1093] gen_loss 0.4783, rec_loss 0.0122, lpips_loss 0.1416, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 7.6924, d_loss 0.4007, logits_real -0.0440, logits_fake -0.0423,
Train Epoch: [14/50] Iters:[510/1093] gen_loss 0.4673, rec_loss 0.0123, lpips_loss 0.1417, g_loss 0.0425, disc_weight 0.4000, disc_adaptive_weight 7.3921, d_loss 0.4007, logits_real -0.0442, logits_fake -0.0425,
Train Epoch: [14/50] Iters:[520/1093] gen_loss 0.4546, rec_loss 0.0123, lpips_loss 0.1425, g_loss 0.0424, disc_weight 0.4000, disc_adaptive_weight 7.0714, d_loss 0.4007, logits_real -0.0442, logits_fake -0.0425,
Train Epoch: [14/50] Iters:[530/1093] gen_loss 0.4688, rec_loss 0.0124, lpips_loss 0.1426, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 7.4376, d_loss 0.4007, logits_real -0.0441, logits_fake -0.0424,
Train Epoch: [14/50] Iters:[540/1093] gen_loss 0.4602, rec_loss 0.0122, lpips_loss 0.1429, g_loss 0.0420, disc_weight 0.4000, disc_adaptive_weight 7.2778, d_loss 0.4007, logits_real -0.0438, logits_fake -0.0421,
Train Epoch: [14/50] Iters:[550/1093] gen_loss 0.4840, rec_loss 0.0122, lpips_loss 0.1431, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 7.8776, d_loss 0.4007, logits_real -0.0435, logits_fake -0.0418,
Train Epoch: [14/50] Iters:[560/1093] gen_loss 0.4932, rec_loss 0.0120, lpips_loss 0.1432, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 8.1583, d_loss 0.4007, logits_real -0.0432, logits_fake -0.0414,
Train Epoch: [14/50] Iters:[570/1093] gen_loss 0.4903, rec_loss 0.0120, lpips_loss 0.1429, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 8.1193, d_loss 0.4007, logits_real -0.0432, logits_fake -0.0413,
Train Epoch: [14/50] Iters:[580/1093] gen_loss 0.4956, rec_loss 0.0120, lpips_loss 0.1429, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 8.2272, d_loss 0.4008, logits_real -0.0432, logits_fake -0.0413,
Train Epoch: [14/50] Iters:[590/1093] gen_loss 0.5019, rec_loss 0.0121, lpips_loss 0.1426, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 8.3506, d_loss 0.4008, logits_real -0.0435, logits_fake -0.0415,
Train Epoch: [14/50] Iters:[600/1093] gen_loss 0.5015, rec_loss 0.0123, lpips_loss 0.1434, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 8.2917, d_loss 0.4008, logits_real -0.0436, logits_fake -0.0417,
Train Epoch: [14/50] Iters:[610/1093] gen_loss 0.5071, rec_loss 0.0124, lpips_loss 0.1432, g_loss 0.0419, disc_weight 0.4000, disc_adaptive_weight 8.3707, d_loss 0.4007, logits_real -0.0438, logits_fake -0.0421,
Train Epoch: [14/50] Iters:[620/1093] gen_loss 0.5206, rec_loss 0.0124, lpips_loss 0.1427, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 8.6726, d_loss 0.4007, logits_real -0.0438, logits_fake -0.0421,
Train Epoch: [14/50] Iters:[630/1093] gen_loss 0.5075, rec_loss 0.0125, lpips_loss 0.1425, g_loss 0.0420, disc_weight 0.4000, disc_adaptive_weight 8.3790, d_loss 0.4007, logits_real -0.0439, logits_fake -0.0421,
Train Epoch: [14/50] Iters:[640/1093] gen_loss 0.5125, rec_loss 0.0124, lpips_loss 0.1425, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 8.6088, d_loss 0.4007, logits_real -0.0435, logits_fake -0.0417,
Train Epoch: [14/50] Iters:[650/1093] gen_loss 0.5258, rec_loss 0.0125, lpips_loss 0.1427, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 9.0670, d_loss 0.4007, logits_real -0.0431, logits_fake -0.0412,
Train Epoch: [14/50] Iters:[660/1093] gen_loss 0.5268, rec_loss 0.0124, lpips_loss 0.1428, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 9.2048, d_loss 0.4008, logits_real -0.0426, logits_fake -0.0406,
Train Epoch: [14/50] Iters:[670/1093] gen_loss 0.5219, rec_loss 0.0124, lpips_loss 0.1430, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 9.1743, d_loss 0.4008, logits_real -0.0421, logits_fake -0.0401,
Train Epoch: [14/50] Iters:[680/1093] gen_loss 0.5430, rec_loss 0.0124, lpips_loss 0.1434, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 9.7928, d_loss 0.4007, logits_real -0.0414, logits_fake -0.0396,
Train Epoch: [14/50] Iters:[690/1093] gen_loss 0.5220, rec_loss 0.0125, lpips_loss 0.1439, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 9.3239, d_loss 0.4007, logits_real -0.0410, logits_fake -0.0391,
Train Epoch: [14/50] Iters:[700/1093] gen_loss 0.4886, rec_loss 0.0123, lpips_loss 0.1429, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 8.5493, d_loss 0.4007, logits_real -0.0406, logits_fake -0.0388,
Train Epoch: [14/50] Iters:[710/1093] gen_loss 0.4728, rec_loss 0.0123, lpips_loss 0.1424, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 8.1945, d_loss 0.4007, logits_real -0.0405, logits_fake -0.0387,
Train Epoch: [14/50] Iters:[720/1093] gen_loss 0.4626, rec_loss 0.0122, lpips_loss 0.1422, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 7.9633, d_loss 0.4007, logits_real -0.0404, logits_fake -0.0386,
Train Epoch: [14/50] Iters:[730/1093] gen_loss 0.4410, rec_loss 0.0120, lpips_loss 0.1416, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 7.3943, d_loss 0.4007, logits_real -0.0406, logits_fake -0.0388,
Train Epoch: [14/50] Iters:[740/1093] gen_loss 0.4538, rec_loss 0.0120, lpips_loss 0.1408, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 7.6176, d_loss 0.4007, logits_real -0.0413, logits_fake -0.0394,
Train Epoch: [14/50] Iters:[750/1093] gen_loss 0.4991, rec_loss 0.0121, lpips_loss 0.1415, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 8.6005, d_loss 0.4007, logits_real -0.0419, logits_fake -0.0400,
Train Epoch: [14/50] Iters:[760/1093] gen_loss 0.5194, rec_loss 0.0120, lpips_loss 0.1416, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 8.9890, d_loss 0.4007, logits_real -0.0424, logits_fake -0.0406,
Train Epoch: [14/50] Iters:[770/1093] gen_loss 0.5432, rec_loss 0.0120, lpips_loss 0.1419, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 9.4674, d_loss 0.4007, logits_real -0.0429, logits_fake -0.0410,
Train Epoch: [14/50] Iters:[780/1093] gen_loss 0.5626, rec_loss 0.0122, lpips_loss 0.1431, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 9.8404, d_loss 0.4008, logits_real -0.0433, logits_fake -0.0413,
Train Epoch: [14/50] Iters:[790/1093] gen_loss 0.5918, rec_loss 0.0124, lpips_loss 0.1441, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 10.4757, d_loss 0.4007, logits_real -0.0434, logits_fake -0.0415,
Train Epoch: [14/50] Iters:[800/1093] gen_loss 0.5690, rec_loss 0.0124, lpips_loss 0.1441, g_loss 0.0417, disc_weight 0.4000, disc_adaptive_weight 9.8888, d_loss 0.4007, logits_real -0.0435, logits_fake -0.0417,
Train Epoch: [14/50] Iters:[810/1093] gen_loss 0.5543, rec_loss 0.0127, lpips_loss 0.1447, g_loss 0.0417, disc_weight 0.4000, disc_adaptive_weight 9.5142, d_loss 0.4007, logits_real -0.0437, logits_fake -0.0417,
Train Epoch: [14/50] Iters:[820/1093] gen_loss 0.5381, rec_loss 0.0127, lpips_loss 0.1447, g_loss 0.0417, disc_weight 0.4000, disc_adaptive_weight 9.1235, d_loss 0.4007, logits_real -0.0436, logits_fake -0.0417,
Train Epoch: [14/50] Iters:[830/1093] gen_loss 0.5263, rec_loss 0.0125, lpips_loss 0.1438, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 8.8937, d_loss 0.4007, logits_real -0.0435, logits_fake -0.0417,
Train Epoch: [14/50] Iters:[840/1093] gen_loss 0.4752, rec_loss 0.0123, lpips_loss 0.1430, g_loss 0.0415, disc_weight 0.4000, disc_adaptive_weight 7.7177, d_loss 0.4007, logits_real -0.0432, logits_fake -0.0415,
Train Epoch: [14/50] Iters:[850/1093] gen_loss 0.4402, rec_loss 0.0123, lpips_loss 0.1427, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 6.9249, d_loss 0.4007, logits_real -0.0430, logits_fake -0.0412,
Train Epoch: [14/50] Iters:[860/1093] gen_loss 0.4397, rec_loss 0.0121, lpips_loss 0.1422, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 6.9645, d_loss 0.4007, logits_real -0.0427, logits_fake -0.0411,
Train Epoch: [14/50] Iters:[870/1093] gen_loss 0.4514, rec_loss 0.0121, lpips_loss 0.1424, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 7.2764, d_loss 0.4006, logits_real -0.0425, logits_fake -0.0411,
Train Epoch: [14/50] Iters:[880/1093] gen_loss 0.4348, rec_loss 0.0121, lpips_loss 0.1418, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 6.8739, d_loss 0.4006, logits_real -0.0425, logits_fake -0.0412,
Train Epoch: [14/50] Iters:[890/1093] gen_loss 0.4401, rec_loss 0.0120, lpips_loss 0.1414, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 6.9858, d_loss 0.4007, logits_real -0.0429, logits_fake -0.0413,
Train Epoch: [14/50] Iters:[900/1093] gen_loss 0.4560, rec_loss 0.0119, lpips_loss 0.1418, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 7.3447, d_loss 0.4007, logits_real -0.0431, logits_fake -0.0414,
Train Epoch: [14/50] Iters:[910/1093] gen_loss 0.4597, rec_loss 0.0118, lpips_loss 0.1418, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 7.4389, d_loss 0.4007, logits_real -0.0431, logits_fake -0.0412,
Train Epoch: [14/50] Iters:[920/1093] gen_loss 0.4456, rec_loss 0.0118, lpips_loss 0.1414, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 7.1288, d_loss 0.4008, logits_real -0.0430, logits_fake -0.0409,
Train Epoch: [14/50] Iters:[930/1093] gen_loss 0.4669, rec_loss 0.0121, lpips_loss 0.1425, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 7.6539, d_loss 0.4008, logits_real -0.0429, logits_fake -0.0407,
Train Epoch: [14/50] Iters:[940/1093] gen_loss 0.4817, rec_loss 0.0122, lpips_loss 0.1427, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 8.0431, d_loss 0.4007, logits_real -0.0424, logits_fake -0.0405,
Train Epoch: [14/50] Iters:[950/1093] gen_loss 0.5040, rec_loss 0.0122, lpips_loss 0.1422, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 8.5906, d_loss 0.4007, logits_real -0.0424, logits_fake -0.0405,
Train Epoch: [14/50] Iters:[960/1093] gen_loss 0.5021, rec_loss 0.0123, lpips_loss 0.1426, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 8.5296, d_loss 0.4007, logits_real -0.0424, logits_fake -0.0406,
Train Epoch: [14/50] Iters:[970/1093] gen_loss 0.5243, rec_loss 0.0125, lpips_loss 0.1431, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 9.0362, d_loss 0.4007, logits_real -0.0426, logits_fake -0.0408,
Train Epoch: [14/50] Iters:[980/1093] gen_loss 0.5040, rec_loss 0.0124, lpips_loss 0.1425, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 8.5337, d_loss 0.4007, logits_real -0.0427, logits_fake -0.0409,
Train Epoch: [14/50] Iters:[990/1093] gen_loss 0.4950, rec_loss 0.0124, lpips_loss 0.1426, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 8.2504, d_loss 0.4007, logits_real -0.0431, logits_fake -0.0412,
